SP_ID;AGEFLOW_MAX;AGEFLOW_MIN;APOM;CATTLE;CHANGE_TENDENCY_INDK;CLONAab;CLONAbel;CLONRATE;CNRATIO;C_Plant;DEER;DIASPTYPE;DICH;DISP;DISP_INDK;DISP_VITTOZ;DNA;ECOLOGICAL_GRP_INDK;ELLAER_INDK;ELLAER_INDK_VAR;ELLCONT;ELLCONT_INDK;ELLHUMUS_INDK;ELLHUMUS_INDK_VAR;ELLLITE;ELLMOIST;ELLMOIST_INDK;ELLMOIST_INDK_VAR;ELLMOISTVAR_INDK;ELLNIT;ELLNIT_INDK_VAR;ELLPH;ELLREAC_INDK;ELLREAC_INDK_VAR;ELLSALT;ELLSALT_INDK;ELLTEMP;ELLTEMP_INDK;ENDEM;FECUNDITY;FLONSET_END_INDK;FRUIT;GERMRATE;GERMREQ;GRAZ;GROWTHF;IMMIG_INVASIV_INDK;INFLO_DETAIL;INFLO_SIMPLE;L_ANAT;L_ANGLE;L_AREA;LATSPR;LCCp;LD13C;LD15N;LDMC;L_DRYM;Leaf_T_Strength;L_FORM;L_FRESHM;LIFESPAN;LKC;L_LONG;LNC;LPC;LPERST_INDK;L_THICK;MAX_AGE;MEDIC_POISON_FX_INDK;MOW;MOW_TOLERANCE_INDK;MYCORR;NATURAL;NBCHROM;N_Plant;NUTR;Palatability;PL_H_flora_MIN;PLOIDY;PL_REPR_H;PL_VEG_H;PL_VEG_H_max;POLL_2ND_INDK;POLL_MAIN_INDK;REPROD_INDK;REPSTRAT;ROOT_DEPTH_INDK;ROOTMET;ROSET;SEEDH;SEEDL;SEED_LONGEVITY_INDK;SEEDM;SEEDPROD;SEEDW;SLA;TAPROOT;WOODY
10935;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;3;1;small_variation_(I);NA;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;August;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10940;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;large_variation_(II);NA;3;2;large_variation_(II);NA;NA;2.5;large_variation_(II);1;NA;small_variation_(I);NA;2.5;large_variation_(II);NA;NA;NA;1.75;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous_partly_wintergreen;NA;NA;edible_medicinal;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10941;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;small_variation_(I);NA;2;3;small_variation_(I);NA;NA;3.5;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10942;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;3;small_variation_(I);NA;3;2;small_variation_(I);7;NA;3;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;19;medicinal;NA;NA;NA;Indigenous;8;NA;Chlorophyllian;NA;20;NA;17.5;17.5;30;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;0.75;1.5;NA;0.7115;obligatory_apomictic;1.07;NA;NA;Herbaceous
10943;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;NA;endochory_meteorochory;NA;NA;NA;1;large_variation_(II);NA;2;3;large_variation_(II);7;4.5;3.5;large_variation_(II);2;5;small_variation_(I);6.5;4;small_variation_(I);0;NA;4;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;NA;NA;NA;obligatory_apomictic;NA;NA;NA;NA
10944;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;1;small_variation_(I);3;2;2;small_variation_(I);7;9;4;small_variation_(I);2;3;small_variation_(I);4;4;small_variation_(I);NA;NA;3;2.5;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;helomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;Indigenous;8;NA;Chlorophyllian;NA;20;NA;NA;25;30;NA;autogamous;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;1.5;NA;0.7;obligatory_apomictic;NA;NA;NA;Herbaceous
10946;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;3;1;small_variation_(I);NA;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10947;NA;NA;autonomous;NA;>;NA;NA;NA;NA;NA;NA;NA;protandrous;Endozoochory_Wind_dispersal;endochory_meteorochory;NA;NA;NA;1;large_variation_(II);4;2;3;small_variation_(I);7;6;3.5;large_variation_(II);2;4;small_variation_(I);NA;3;small_variation_(I);NA;NA;3;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;4;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;NA;NA;NA;obligatory_apomictic;NA;NA;NA;NA
10948;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;small_variation_(I);NA;2;3;small_variation_(I);NA;NA;4;small_variation_(I);2;NA;small_variation_(I);NA;3;large_variation_(II);NA;NA;NA;1.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10949;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;mountain_plants;2;small_variation_(I);NA;2;2.5;small_variation_(I);NA;NA;4.25;small_variation_(I);1;NA;small_variation_(I);NA;3.5;large_variation_(II);NA;NA;NA;1.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;large_variation_(II);NA;3;2;large_variation_(II);NA;NA;2;large_variation_(II);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10952;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;2;small_variation_(I);4;2;2;small_variation_(I);8;5;3;large_variation_(II);1;2;small_variation_(I);4;3;small_variation_(I);NA;NA;3;2;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;6;edible_medicinal;NA;3;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;NA;NA;NA;obligatory_apomictic;NA;NA;NA;Herbaceous
10953;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;NA;endochory_meteorochory;NA;NA;NA;3;large_variation_(II);NA;2;2;large_variation_(II);8;6;3;large_variation_(II);2;3;small_variation_(I);6;3;small_variation_(I);0;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;12.06;NA;NA;NA;NA;284;0.068689565;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;8;NA;NA;NA;NA;duodecaploid;NA;14;NA;NA;NA;obligate_apomictic;NA;2;NA;Hemirosette_plant;0.81;1.47;NA;0.502;obligatory_apomictic;1.1;20;NA;NA
10956;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;NA;endochory_meteorochory;NA;NA;NA;2;small_variation_(I);NA;2;3;small_variation_(I);NA;NA;3.5;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;NA;NA;NA;obligatory_apomictic;NA;NA;NA;NA
10957;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;2;large_variation_(II);4;2;2;small_variation_(I);7.5;6;4;small_variation_(I);1;3;small_variation_(I);NA;2;large_variation_(II);NA;NA;2;1.5;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;mesomorphic;NA;NA;NA;NA;-25.89;-3.19;299.859551;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;NA;NA;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;NA;5;2.5;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;1.675;NA;0.95;obligatory_apomictic;NA;20.03872217;NA;Herbaceous
10958;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);7.5;4;2.5;small_variation_(I);1;1;small_variation_(I);NA;3;large_variation_(II);NA;NA;1;1.5;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;3;NA;Indigenous;8;NA;Chlorophyllian;NA;10;NA;NA;15;20;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;0.76;1.405;NA;0.53;obligatory_apomictic;1.08;NA;NA;Herbaceous
10960;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;2;1;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10961;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;1;small_variation_(I);NA;2;3;small_variation_(I);NA;NA;4;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10962;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;3;1;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10963;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;large_variation_(II);NA;2;2.5;large_variation_(II);NA;NA;4;small_variation_(I);1.5;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;1.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10967;NA;NA;autonomous;NA;=->;Rooting_stems;NA;0.5;17.04019558;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;1;small_variation_(I);NA;2;2.5;large_variation_(II);7;6;3.5;small_variation_(I);2;4;small_variation_(I);5;3.5;large_variation_(II);0;NA;3;2.5;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;9.56;NA;451.2515641;NA;NA;254.562967;0.07575;NA;lobate;0.7624;pluriennial;NA;summer_green;26.23028279;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;duodecaploid_octoploid;32.5;19;29;NA;NA;obligate_apomictic;Polycarpic;NA;NA;Erosulate_plant_Hemirosette_plant;0.725;1.45;NA;0.445;obligatory_apomictic;0.925;26.61298896;no;Herbaceous
10969;NA;NA;autonomous;NA;>;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;7;NA;fertilized_meadow_plants;2;large_variation_(II);4;4;2;large_variation_(II);7;5;2;large_variation_(II);2;4;small_variation_(I);5.5;3;large_variation_(II);0;NA;4;2.5;NA;NA;September;Achene;NA;NA;NA;forbs;idiochorophytes_or_indigenes;glomerule;solitary;NA;0;15.435;20;NA;NA;NA;286.06;0.072975;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;0.1;NA;edible_medicinal;NA;3;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;NA;NA;18;30;NA;NA;obligate_apomictic;Polycarpic;2;NA;Hemirosette_plant;0.78;1.34;NA;0.487;obligatory_apomictic;1;18.49;NA;Herbaceous
10970;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;1;small_variation_(I);NA;1;3;large_variation_(II);NA;NA;3;small_variation_(I);2;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;1.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10973;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);7;NA;3;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;1;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;digitate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;NA;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;octoploid;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;NA;NA;NA;obligatory_apomictic;NA;NA;NA;Herbaceous
10974;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;fertilized_meadow_plants;2;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;3;large_variation_(II);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10982;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Endozoochory_Wind_dispersal;endochory_meteorochory;NA;NA;mountain_plants;1;small_variation_(I);NA;2;3;small_variation_(I);8;8;3.5;small_variation_(I);1;2;small_variation_(I);8;3;small_variation_(I);NA;NA;3;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;3;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;NA;NA;NA;NA;obligatory_apomictic;NA;NA;NA;NA
10983;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;small_variation_(I);NA;2;3;large_variation_(II);NA;NA;3.5;small_variation_(I);2;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10986;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;3;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;1.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10988;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;2;2;small_variation_(I);NA;NA;3;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10998;NA;9;autonomous;intermediate_to_high_forage_value;>;Rooting_stems;NA;6;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;2;small_variation_(I);5;3;2;small_variation_(I);7;4.5;3;small_variation_(I);2;4;small_variation_(I);6;3;small_variation_(I);0;NA;NA;2.5;NA;NA;September;Achene;NA;NA;intolerant_to_sensitive;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;28.54;NA;NA;NA;NA;230.9;0.13578;NA;lobate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible_medicinal;moderately_tolerant_to_well_tolerant;4;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;NA;19;23;40;NA;NA;obligate_apomictic;Polycarpic;1;NA;Erosulate_plant_Hemirosette_plant;0.85;1.41;NA;0.5002;obligatory_apomictic;1.05;17.34;no;Herbaceous
10999;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;small_variation_(I);NA;3;3;small_variation_(I);NA;NA;3.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11003;NA;NA;autonomous;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_meteorochory;6;NA;NA;3;small_variation_(I);3;3;2;small_variation_(I);7;5;3.5;small_variation_(I);1;4;small_variation_(I);7;4;small_variation_(I);NA;NA;2;2;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;glomerule;solitary;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;digitate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;NA;NA;Indigenous;8;NA;Chlorophyllian;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;Hemirosette_plant;0.62;1.5;NA;0.8;obligatory_apomictic;1;NA;NA;Herbaceous
11004;5;3;NA;NA;=;NA;NA;NA;19.6827962;NA;NA;NA;NA;Unassisted_dispersal;endochory_meteorochory;6;NA;mountain_plants;1;small_variation_(I);NA;1;3;large_variation_(II);8;NA;4;large_variation_(II);2;NA;large_variation_(II);NA;2;small_variation_(I);NA;NA;NA;1;NA;300;September;Achene;NA;NA;NA;forbs;idiochorophytes_or_indigenes;glomerule;solitary;NA;15;2.181337358;20;445.4645348;NA;NA;269.340974;0.010175;NA;NA;0.038875;NA;NA;NA;22.74749756;NA;decidous;0.16;3;edible_medicinal;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;3;1;NA;4.5;1;2;NA;entomogamous;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;0.31125;NA;NA;23.31560511;NA;Herbaceous
11005;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;3;small_variation_(I);NA;3;1;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;green_only_from_autumn_to_springtime;NA;NA;medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;endochory_meteorochory;NA;NA;NA;2;large_variation_(II);NA;3;2;large_variation_(II);NA;NA;2.5;small_variation_(I);3;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;NA;NA;September;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;obligate_apomictic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
