Genus_species_name;Cell length um;Cell width um;Cell thickness um;Geometrical shape of the cell;Cell surface area um_;Cell biovolume um3;Number of cells per colony;Colony thickness (takes into account mucilage) um;Geometrical shape of the colony;Mobility apparatus;Mobility apparatus: Flagella;Mobility apparatus: Raphe;Colonial;Filament;Heterotrophic;Mixotrophic;Autotrophic
Encyonema_triangulum;49.5;16.5;9;box;4030.71428571429;5145.525;1;NA;NA;1;0;1;1;0;0;1;0
Encyonopsis_microcephala;24;5;2.5;box;550;210;1;NA;NA;1;0;1;1;0;0;1;0
Eolimna_minima;8.3;4.5;2;box;125.9;74.7;1;NA;NA;1;0;1;0;0;0;1;0
Epipyxis_condensata;17;5.25;5.25;ell;1094.84424961034;196.1715;1;NA;NA;1;1;0;1;0;0;1;0
Epipyxis_cylindrica;30;6.5;6.5;ell;2382.59550079603;530.66;1;NA;NA;1;1;0;0;0;0;1;0
Epipyxis_gracilis;25;4.5;4.5;ell;2201.3262603454;132.46875;1;NA;NA;1;1;0;0;0;0;1;0
Epipyxis_planctonica;44.5;6;6;tube;909.03;1006.056;1;NA;NA;1;1;0;0;0;0;1;0
Epipyxis_polymorpha;28.5;6;6;tube;617.682857142857;563.787;1;NA;NA;1;1;0;0;0;0;1;0
Epipyxis_sp.;18;6;6;tube;433.32;305.208;1;NA;NA;1;1;0;0;0;0;1;0
Epipyxis_tabellariae;22.6;7.1;7.1;ell;2618.13189673952;357.729524;1;NA;NA;1;1;0;0;0;0;1;0
Epithemia_adnata;50;20;4;box;3200;3200;1;NA;NA;1;0;1;0;0;0;1;0
Epithemia_sp.;63;22.7;22.7;box;6750.98;32463.27;1;NA;NA;1;0;1;0;0;0;1;0
Erkenia_subaequiciliata;4.5;4.5;3;ell;159.7272190518;34.97175;1;NA;NA;1;1;0;0;0;0;1;0
Euastrum_sp.;50;30;20;rhp;3280;15000;1;NA;NA;0;0;0;0;0;0;0;1
Euastrum_subalpinum;50;30;20;rhp;3280;15000;1;NA;NA;0;0;0;0;0;0;0;1
Eudorina_elegans;15;15;15;sphe;706.5;1766.25;16;90;sphe;0;0;0;1;0;0;0;1
Eudorina_elegans_single_cell;10;10;10;sphe;314;523.333333333333;1;NA;NA;0;0;0;1;0;0;0;1
Euglena_acus;157;12;12;doco;36738.9468966211;2957.88;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_gaumei;65;11;10;ell;13326.0532346291;1870.91666666667;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_korsikovii;30;13.5;10;ell;6937.01389784447;1059.75;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_oxyuris;248.5;24;15;ell;95991.2865282574;23408.7;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_proxima;66;16.5;15;ell;20296.2198378947;4274.325;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_rubra_;120;45;15;ell;75425.6756855714;21195;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_sp.;40;7;7;ell;2734.20807078352;1025.73333333333;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_tripteris;180;17;10;ell;48337.2476194937;8007;1;NA;NA;1;1;0;0;0;0;1;0
Euglena_viridis;65;20;20;ell;12682.8523270877;13606.6666666667;1;NA;NA;1;1;0;0;0;0;1;0
Eunotia_arcus;34;7;2.5;box;851.25;476;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_bilunaris;60;4;3;box;1080;576;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_exigua;18;4;2.2;box;301;126.72;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_minor;40;6.5;3.6;box;1068.5;748.8;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_naegelii;200;2.5;2.2;box;2363.75;880;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_praerupta;34;7;7;box;1312.5;1332.8;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_serra_var._tetraodon;65.8;30.7;15;box;11558.5333333333;18180.54;1;NA;NA;1;0;1;1;0;0;1;0
Eunotia_sp.;47;5.5;5.5;box;1368.125;1137.4;1;NA;NA;1;0;1;1;0;0;1;0
Eutetramorus_fottii;7;7;7;sphe;153.86;179.503333333333;4;15;sphe;0;0;0;1;0;0;0;1
Eutetramorus_globosus;10;10;10;sphe;314;523.333333333333;4;35;box;0;0;0;1;0;0;0;1
Eutetramorus_nygaardii;4;4;4;sphe;50.24;33.4933333333333;16;22;box;0;0;0;1;0;0;0;1
Eutetramorus_sp.;4;4;4;sphe;50.24;33.4933333333333;8;30;box;0;0;0;1;0;0;0;1
Fotterella_tetrachlorella;15;9;9;trel;1326.80475323178;635.85;12;9;trel;0;0;0;1;0;0;0;1
Fragilaria_arcus;80;5;3;box;2183.33333333333;720;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_berolinensis;72;7;7;box;2642.5;2822.4;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_brevistriata;17.5;7.5;5;box;640.625;525;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_capucina;32;3;3;box;670;172.8;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_capucina_var._radians;100;3;2;box;1686.66666666667;360;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_capucina_var._vaucheriae;30;4.5;3;box;681.428571428571;283.5;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_construens;19.5;7;4.5;box;730.714285714286;429.975;1;NA;NA;0;0;0;1;1;0;1;0
Fragilaria_construens_f._binodis;19;4;3;box;362.5;182.4;1;NA;NA;0;0;0;1;1;0;1;0
Fragilaria_construens_f._venter;19.5;7;3.5;box;655;334.425;1;NA;NA;0;0;0;1;1;0;1;0
Fragilaria_crotonensis;90;3;2;box;1140;432;1;NA;NA;0;0;0;1;1;0;1;0
Fragilaria_cyclopum;31.7;4.1;2;box;447.933333333333;233.946;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_dilatata;190;9;6;box;7260;8208;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_lanceolata;100;7;4;box;2820;2240;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_longifusiformis;100;3;2;box;1445.71428571429;420;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_nanana;43.4;2;2;box;444;138.88;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_parasitica;17;4;2;box;244.444444444444;122.4;1;NA;NA;0;0;0;1;1;0;1;0
Fragilaria_perminuta;23.5;3.5;3;box;466.428571428571;172.725;1;NA;NA;0;0;0;0;0;0;1;0
Fragilaria_pinnata;10;4;2.5;box;187.5;80;1;NA;NA;0;0;0;1;1;0;1;0
Fragilaria_planctonica;15;4;2.2;box;290.857142857143;92.4;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_radians;45;4;4;box;1074.28571428571;504;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_rumpens;40;4.5;3;box;696.666666666667;486;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_sp.;15;4;2.5;box;358.333333333333;90;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_tenera;65;2.5;2.5;trel;2264.79505840852;148.822916666667;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_tenera_var._lemanensis;45;3.5;3.5;box;935;385.875;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_ulna;180;8;5;box;6800;5040;1;NA;NA;0;0;0;1;0;0;1;0
Fragilaria_ulna_var._acus;35;4;4;box;592;560;1;NA;NA;0;0;0;0;0;0;1;0
Fragilaria_ulna_var._angustissima;200;5;4;box;6066.66666666667;2400;1;NA;NA;0;0;0;0;0;0;1;0
Fragilaria_virescens;32;3;3;box;670;172.8;1;NA;NA;0;0;0;1;0;0;1;0
Franceia_amphitricha;10;5;4;trel;447.181349754741;104.666666666667;1;NA;NA;0;0;0;0;0;0;0;1
Franceia_ovalis;15;10;4;trel;1088.41619548223;314;1;NA;NA;0;0;0;0;0;0;0;1
Frustulia_rhomboides;100;20;2.4;box;5084.44444444444;4320;1;NA;NA;1;0;1;1;0;0;1;0
Frustulia_sp.;45;12;4;box;1706.66666666667;1944;1;NA;NA;1;0;1;1;0;0;1;0
Geissleria_acceptata;10;5;2.2;box;237.142857142857;77;1;NA;NA;1;0;1;0;0;0;1;0
Geissleria_decussis;20;6;5;box;714.285714285714;420;1;NA;NA;1;0;1;0;0;0;1;0
Geitlerinema_acutissimum;5;2;2;ell;102.059195259884;10.4666666666667;25;2;tube;0;0;0;1;1;0;0;1
Geitlerinema_amphibium;6;2.4;2.4;tube;54.2592;27.1296;17;3.5;tube;0;0;0;1;1;0;0;1
Geminella_interrupta;10;5;5;trel;495.035675064131;130.833333333333;10;5;tube;0;0;0;1;1;0;0;1
Geminella_subtilissima;10;5;5;trel;495.035675064131;130.833333333333;10;5;tube;0;0;0;1;1;0;0;1
Glenodinium_sp.;30;30;30;ell;8797.27569524688;14130;1;NA;NA;1;1;0;0;0;0;1;0
Gloeocapsa_granosa;4.5;4.5;4.5;sphe;63.585;47.68875;2;25;sphe;0;0;0;1;0;0;0;1
Gloeocapsopsis_sp.;3;3;3;sphe;28.26;14.13;15;9;box;0;0;0;1;0;0;0;1
Gloeocystis_sp.;10;8;8;trel;792.057080102608;334.933333333333;8;80;trel;0;0;0;1;0;0;0;1
Gloeocystis_vesiculosa;7;7;7;ell;#DIV/0!;179.503333333333;8;40;trel;0;0;0;1;0;0;0;1
Gloeotila_spiralis;7;1.5;1.5;tube;36.5025;12.36375;1;NA;NA;0;0;0;1;1;0;0;1
Golenkinia_radiata;15;15;15;sphe;706.5;1766.25;1;NA;NA;0;0;0;0;0;0;0;1
Golenkinia_viridis;12;12;12;sphe;452.16;904.32;1;NA;NA;0;0;0;0;0;0;0;1
Golenkiniopsis_chlorelloides;7;7;7;sphe;153.86;179.503333333333;1;NA;NA;0;0;0;0;0;0;0;1
Golenkiniopsis_longispina;8;8;4;sphe;200.96;133.973333333333;1;NA;NA;0;0;0;0;0;0;0;1
Golenkiniopsis_parvula;7;7;7;sphe;153.86;179.503333333333;1;NA;NA;0;0;0;0;0;0;0;1
Golenkiniopsis_solitaria;9;9;4;sphe;254.34;169.56;1;NA;NA;0;0;0;0;0;0;0;1
Golenkiniopsis_sp.;8;8;8;sphe;200.96;267.946666666667;1;NA;NA;0;0;0;0;0;0;0;1
Gomphonema_acuminatum;31;7;3;box;827.5;520.8;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_angustatum;33.5;7.5;2.7;box;1034.14285714286;474.8625;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_augur;35;10;6;box;1653.33333333333;1575;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_carolinense;70;14;5;box;5600;2450;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_clavatum;57;10;4;box;2793.33333333333;1368;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_constrictum;35;10;5;box;1437.5;1400;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_intricatum_var._pumila;13;2.5;2;box;158.75;52;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_lanceolatum;40;8;5;box;1493.33333333333;1200;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_minutum;25;9;2.5;box;775;450;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_olivaceum;30;7;4;box;954.666666666667;630;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_parvulum;20;7.5;4;box;650;480;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_parvulum_var._exilissimum;30;6;3;box;720;432;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_pumilum;25;4.5;3;box;502.5;270;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_sp.;27;8;6;box;1136;972;1;NA;NA;1;0;1;0;0;0;1;0
Gomphonema_truncatum;28.5;12.3;4.5;box;1335.375;1261.98;1;NA;NA;1;0;1;0;0;0;1;0
Gomphosphaeria_compacta;4.5;3.5;3.5;ell;162.045362767881;28.84875;1800;70;ell;0;0;0;1;0;0;0;1
Gomphosphaeria_lacustris;2;2;3;ell;58.9463012070327;6.28;128;40;ell;0;0;0;1;0;0;0;1
Gomphosphaeria_pusilla;10;5;5;ell;495.035675064131;130.833333333333;50;25;ell;0;0;0;1;0;0;0;1
Gomphosphaeria_rosea;3;3;3;ell;96.9067012459253;14.13;512;50;ell;0;0;0;1;0;0;0;1
Gomphosphaeria_sp.;8;4;4;ell;318.900642456949;66.9866666666667;30;12;ell;0;0;0;1;0;0;0;1
Gonatozygon_brebissonnii;150;8.5;8.5;tube;4116.9325;8507.4375;1;NA;NA;0;0;0;0;0;0;0;1
Gonatozygon_monotaenium;90;5;5;tube;1452.25;1766.25;1;NA;NA;0;0;0;0;0;0;0;1
Goniochloris_cf._smithii;27.5;27.5;4;prism;849.553571428571;1058.75;1;NA;NA;0;0;0;0;0;0;0;1
Goniochloris_fallax;24;24;4;prism;699.428571428571;806.4;1;NA;NA;0;0;0;0;0;0;0;1
Goniochloris_mutica;12;12;4;ell;1695.21431641236;180.864;1;NA;NA;0;0;0;0;0;0;0;1
Goniochloris_pulchra;13;13;5;prism;363.071428571429;295.75;1;NA;NA;0;0;0;0;0;0;0;1
Goniochloris_sp.;20;20;4;prism;542.857142857143;560;1;NA;NA;0;0;0;0;0;0;0;1
Gonium_pectorale;8;8;8;sphe;200.96;267.946666666667;16;8;box;1;1;0;1;0;0;0;1
Gonyaulax_apiculata;40;35;35;ell;17088.800442397;20514.6666666667;1;NA;NA;1;1;0;0;0;0;1;0
Granulocystis_helenae;10;6;4;trel;500.966035487805;125.6;1;NA;NA;0;0;0;1;0;0;0;1
Granulocystopsis_coronata;12;5;4;trel;534.535869961966;125.6;1;NA;NA;0;0;0;1;0;0;0;1
Granulocystopsis_pseudocoronata;12;7;4;trel;665.39172262024;175.84;1;NA;NA;0;0;0;1;0;0;0;1
Gymnodinium_eurytopum;15;15;10;ell;1864.86031482813;1177.5;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_excavatum;35;30;20;ell;8650.26775547395;10990;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_helveticum;35;25;17;ell;9072.79997213194;6227.66666666667;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_lantzschii;9;7.5;6;ell;605.391015880294;211.95;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_lantzschii_f._major;17;17;15;trel;2672.46214950784;2268.65;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_limitatum;30;28;20;trel;7096.39955588004;8352.4;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_limitatum_cyst;30;28;20;trel;7096.39955588004;8352.4;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_mitratum;30;15;12;ell;4414.92044325385;2402.1;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_oligoplacatum;18;16;10;trel;2331.66369970161;1431.84;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_pallidum;15;13;11.5;trel;2582.79883759544;821.5025;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_palustre;28;50;25;trel;13259.2434775049;14653.3333333333;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_purpureum;22;20;20;trel;4308.33503126476;4605.33333333333;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_simile;15.5;11;8;ell;1619.34303341819;642.444;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_sp_20/23;23;20;20;trel;5628.50389801618;3611;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_sp_60/55;60;55;55;trel;45997.6917522623;69339.05;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_sp.;20;10;7;ell;1868.15171096311;659.4;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_sp._116;9;9;7;ell;718.202891820506;296.73;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_sp._240;12;7;5.5;ell;742.866265719724;241.78;1;NA;NA;1;1;0;0;0;0;1;0
Gymnodinium_umberrinum;45;40;35;ell;18328.4713901162;29673;1;NA;NA;1;1;0;0;0;0;1;0
Gyrosigma_acuminatum;210;30;20;box;31714.2857142857;88200;1;NA;NA;1;0;1;0;0;0;1;0
Gyrosigma_attenuatum;196;28;20;box;28480;76832;1;NA;NA;1;0;1;0;0;0;1;0
Gyrosigma_nodiferum;100;12;3;box;4388.57142857143;2520;1;NA;NA;1;0;1;0;0;0;1;0
Gyrosigma_scalproides;79;6.5;4;box;2444.28571428571;1437.8;1;NA;NA;1;0;1;0;0;0;1;0
Gyrosigma_sp.;170;25;18;box;22171.4285714286;53550;1;NA;NA;1;0;1;0;0;0;1;0
Hantzschia_amphioxys;80;7;4;box;3026.66666666667;1344;1;NA;NA;1;0;1;0;0;0;1;0
Heleochloris_pallida;6;6;6;sphe;113.04;113.04;1;NA;NA;0;0;0;1;0;0;0;1
Heterothrix_constricta;15;3.75;3.75;trel;552.835313846575;110.390625;1;3.75;tube;0;0;0;0;1;0;0;1
Heterothrix_sp.;6;4.5;4.5;trel;272.46602943286;63.585;16.7;4.5;tube;0;0;0;1;1;0;0;1
Hyaloraphidium_contortum;35;3;3;trel;1709.57343790656;98.91;1;NA;NA;0;0;0;0;0;1;0;0
Hyalotheca_dissiliens;24;22;6;tube;1720.72;8206.704;1;NA;NA;0;0;0;1;1;0;0;1
Isthmochloron_trispinatum;11;11;7;box;687.5;677.6;1;NA;NA;0;0;0;0;0;0;0;1
Jaaginema_geminatum;7;3.4;3.4;tube;92.8812;63.5222;14.2857142857143;3.4;tube;0;0;0;1;1;0;0;1
Katodinium_fungiforme;13.5;10.75;10.75;trel;1428.43546594661;816.4490625;1;NA;NA;1;1;0;0;0;0;1;0
Katodinium_hiemale;14.5;12;12;trel;1900.97320070478;983.448;1;NA;NA;1;1;0;0;0;0;1;0
Katodinium_simile;18;15;13;trel;2750.45073325557;1653.21;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_cordata;6;6.7;6.7;ell;405.671643822258;140.9546;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_littorale;5;6.4;6.4;ell;326.58942483163;107.178666666667;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_moniliferum;9;6.5;6.5;ell;580.819087535674;198.9975;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_petasatum;8;8;8;ell;637.801284913898;267.946666666667;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_rubri-claustri;6;5;5;ell;302.740032703177;78.5;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_skujae;8;5;5;ell;398.625803071186;104.666666666667;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_sp.;8;5;5;ell;398.625803071186;104.666666666667;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_sp1;7.5;6.5;6.5;ell;486.968991829179;165.83125;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_sp2_plein;8;7;7;ell;558.076124299661;205.146666666667;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_sp2_vide;8;7;7;ell;558.076124299661;205.146666666667;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_sp3;5;3;3;ell;153.088792889827;23.55;1;NA;NA;1;1;0;0;0;0;1;0
Kephyrion_spirale;7;4;4;ell;280.475322617459;58.6133333333333;1;NA;NA;1;1;0;0;0;0;1;0
Kirchneriella_contorta;15;2.5;2.5;trel;460.696094872146;39.25;1;NA;NA;0;0;0;1;0;0;0;1
Kirchneriella_dianae;14;3.5;3.5;trel;482.036109268628;89.7516666666667;8;50;trel;0;0;0;1;0;0;0;1
Kirchneriella_dichotomococcoides;13;4.5;4.5;ell;576.146171499215;137.7675;8;50;trel;0;0;0;1;0;0;0;1
Kirchneriella_incurvata;20;4;4;doco;783.903243696886;83.7333333333333;1;NA;NA;0;0;0;1;0;0;0;1
Kirchneriella_irregularis;13;4.5;4.5;trel;576.146171499215;137.7675;8;50;trel;0;0;0;1;0;0;0;1
Kirchneriella_lunaris;20;5;5;trel;979.879054621107;261.666666666667;8;70;trel;0;0;0;1;0;0;0;1
Kirchneriella_mayori;6.5;1;1;trel;65.3281329581691;3.40166666666667;1;NA;NA;0;0;0;1;0;0;0;1
Kirchneriella_microscopica;4;1;1;trel;41.5939783862057;2.09333333333333;1;NA;NA;0;0;0;1;0;0;0;1
Kirchneriella_obesa;27;9;9;trel;2376.43980758622;1144.53;8;80;trel;0;0;0;1;0;0;0;1
Kirchneriella_subcapitata;11;2;2;trel;217.343586817119;23.0266666666667;1;NA;NA;0;0;0;1;0;0;0;1
Komvophoron_cf._skujae;5;2.5;2.5;ell;127.573994074856;16.3541666666667;20;2.5;tube;0;0;0;1;1;0;0;1
Komvophoron_constrictum;5;5;5;ell;255.147988149711;65.4166666666667;20;5;tube;0;0;0;1;1;0;0;1
Komvophoron_minutum;4;2.5;2.5;ell;103.984945965514;13.0833333333333;20;2.5;tube;0;0;0;1;1;0;0;1
Komvophoron_schmidlei;10;8;8;ell;792.057080102608;334.933333333333;5;8;tube;0;0;0;1;1;0;0;1
Komvophoron_sp.;1;1;1;ell;15.034062444858;0.523333333333333;100;1;tube;0;0;0;1;1;0;0;1
Komvophoron_sp._3_um;3;3;3;ell;96.9067012459253;14.13;33.3333333333333;3;tube;0;0;0;1;1;0;0;1
Korshikoviella_gracilipes;280;9;4;doco;18526.2031843409;2637.6;1;NA;NA;0;0;0;0;0;0;0;1
Korshikoviella_limnetica;53.5;5;5;ell;2610.48916763984;699.958333333333;1;NA;NA;0;0;0;0;0;0;0;1
Korshikoviella_michailovskoensis;100;5.6;5.6;ell;5461.24724709442;1641.17333333333;1;NA;NA;0;0;0;0;0;0;0;1
Korshikoviella_sp.;60;6;6;doco;3512.55100653639;565.2;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_balatonica;8.5;4;4;ell;338.153133677048;71.1733333333333;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_chodatii;14;5;5;trel;688.623013240897;183.166666666667;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_chodatii_colony;14;5;5;ell;688.623013240897;183.166666666667;4;8;trel;0;0;0;0;0;0;0;1
Lagerheimia_ciliata;22;15;15;ell;3231.25127344857;2590.5;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_citriformis;38;30;30;ell;11133.7549741316;17898;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_genevensis;10;5;5;ell;495.035675064131;130.833333333333;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_longiseta;12;8;8;ell;946.781256875737;401.92;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_marsonii;8.5;6;6;trel;507.229700515571;160.14;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_quadriseta;10;5;5;ell;495.035675064131;130.833333333333;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_sp.;10;8;8;trel;792.057080102608;334.933333333333;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_subsalsa;10.5;6.5;6.5;trel;674.946311792487;232.16375;1;NA;NA;0;0;0;0;0;0;0;1
Lagerheimia_wratislaviensis;13;6;6;ell;768.194895332286;244.92;1;NA;NA;0;0;0;0;0;0;0;1
Lemmermanniella_parva;1.5;1;1;trel;19.017706802901;0.785;5700;44;sphe;0;0;0;1;0;0;0;1
Lemmermanniella_sp.;1.5;1;1;trel;19.017706802901;0.785;300;46;sphe;0;0;0;1;0;0;0;1
Lepocinclis_ovum;33.5;20;15;ell;8232.83700820295;3681.65;1;NA;NA;1;1;0;0;0;0;1;0
Leptolyngbya_lagerheimii;1.7;1.7;1.7;tube;13.6119;3.856705;23.5294117647059;1.7;tube;0;0;0;1;1;0;0;1
Leptolyngbya_sp.;2;2;2;tube;18.84;6.28;50;2;tube;0;0;0;1;1;0;0;1
Leptolyngbya_sp._1;1;1;1;tube;4.71;0.785;100;1;tube;0;0;0;1;1;0;0;1
Leptolyngbya_sp._2;4;4;4;tube;75.36;50.24;25;4;tube;0;0;0;1;1;0;0;1
Leptolyngbya_valderiana;2;2;2;tube;18.84;6.28;50;2;tube;0;0;0;1;1;0;0;1
Limnothrix_guttulata;6;3;3;tube;70.65;42.39;16.6666666666667;3;tube;0;0;0;1;1;0;0;1
Limnothrix_obliqueacuminata;10;1.8;1.8;tube;61.6068;25.434;10;1.8;tube;0;0;0;1;1;0;0;1
Limnothrix_planctonica;8;2;2;tube;56.52;25.12;12.5;2;tube;0;0;0;1;1;0;0;1
Limnothrix_redeckei;6;1.5;1.5;tube;31.7925;10.5975;16.6666666666667;1.5;tube;0;0;0;1;1;0;0;1
Limnothrix_sp.;8;2;2;tube;56.52;25.12;12.5;2;tube;0;0;0;1;1;0;0;1
Limnotrix_cf._planctonica;8;2;2;tube;56.52;25.12;12.5;2;tube;0;0;0;1;1;0;0;1
Lobocystis_sp.;10;6.5;6.5;ell;643.546377583369;221.108333333333;4;13;box;0;0;0;1;0;0;0;1
Luticola_cohnii;20;9;3.2;box;779.428571428572;403.2;1;NA;NA;1;0;1;0;0;0;1;0
Luticola_mutica;18;6.5;3.3;box;565.285714285714;270.27;1;NA;NA;1;0;1;0;0;0;1;0
Lyngbya_sp.;5;8;8;tube;226.08;251.2;20;8;tube;0;0;0;1;1;0;0;1
Lyngbya_sp._116;2;6;6;tube;94.2;56.52;50;6;tube;0;0;0;1;1;0;0;1
Lyngbya_truncicola;5;15;15;tube;588.75;883.125;20;15;tube;0;0;0;1;1;0;0;1
Mallomonas_acaroides;31;15;15;ell;4544.63292491999;3650.25;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_acrokomos;40;5;5;ell;3255.00960807562;314;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_caudata;35;14;14;cone;4786.80562613836;1795.03333333333;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_cf._genevensis;33;19;19;trel;6126.43206191921;6234.47;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_cf._minima;18;13;13;ell;2295.0788685688;1591.98;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_cf._minuta;12;8.5;8.5;ell;1437.0786934721;317.611;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_elongata;60;13;13;ell;7610.52718082885;5306.6;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_globasa;14;14;14;ell;1928.14443707451;1436.02666666667;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_lefevriana;12;6;6;ell;710.085942656803;226.08;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_sp.;15;10;10;ell;1474.22750359087;785;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_sp._1;43;13;13;trel;5457.63484998902;3803.06333333333;1;NA;NA;1;1;0;0;0;0;1;0
Mallomonas_sp._2;7;7;7;sphe;512.866666666667;179.503333333333;1;NA;NA;1;1;0;0;0;0;1;0
Melosira_varians;24;14;14;box;1736;4704;1;NA;NA;0;0;0;1;1;0;1;0
Meridion_circulare;50;6;6;box;1817.14285714286;1260;1;NA;NA;0;0;0;1;0;0;1;0
Merismopedia_cf._hyalina;3;3;3;ell;96.9067012459253;14.13;16;9;box;0;0;0;1;0;0;0;1
Merismopedia_cf._minima;0.8;0.8;0.8;ell;10.8645944929407;0.267946666666667;32;4;box;0;0;0;1;0;0;0;1
Merismopedia_cf._punctata;3;3;3;ell;96.9067012459253;14.13;8;12;box;0;0;0;1;0;0;0;1
Merismopedia_duplex;3.5;3.5;3.5;ell;129.234514910744;22.4379166666667;8;5;box;0;0;0;1;0;0;0;1
Merismopedia_elegans;7;6;6;ell;420.712983926189;131.88;128;6;box;0;0;0;1;0;0;0;1
