Genus_species_name;Cell length um;Cell width um;Cell thickness um;Geometrical shape of the cell;Cell surface area um_;Cell biovolume um3;Number of cells per colony;Colony thickness (takes into account mucilage) um;Geometrical shape of the colony;Mobility apparatus;Mobility apparatus: Flagella;Mobility apparatus: Raphe;Colonial;Filament;Heterotrophic;Mixotrophic;Autotrophic
Pseudostaurosira_robusta;15;5;2.3;box;302.5;138;1;NA;NA;0;0;0;1;1;0;1;0
Pseudotetraedriella_kamillae;5;5;2;box;90;50;1;NA;NA;0;0;0;0;0;0;0;1
Pteromonas_aculeata;29.5;28;12;trel;6042.61990957903;5187.28;1;NA;NA;1;1;0;0;0;0;0;1
Pteromonas_angulosa;15;15;7;trel;1685.63874479322;824.25;1;NA;NA;1;1;0;0;0;0;0;1
Pteromonas_cordiformis;12.5;11;6.5;trel;1099.22740738313;467.729166666667;1;NA;NA;1;1;0;0;0;0;0;1
Pteromonas_pseudoangulosa;12;10;7;trel;1015.34081868254;439.6;1;NA;NA;1;1;0;0;0;0;0;1
Puncticulata_bodanica;40;40;10;tube;5181;50240;1;NA;NA;0;0;0;0;0;0;1;0
Puncticulata_radiosa;20;20;5;box;1200;2000;1;NA;NA;0;0;0;0;0;0;1;0
Pyramimonas_inconstans;12;8;8;trel;1183.47657109467;321.536;1;NA;NA;1;1;0;0;0;0;0;1
Pyramimonas_micron;5;5;5;trel;283.49776461079;58.875;1;NA;NA;1;1;0;0;0;0;0;1
Quadrichloris_carterioides;10;9.5;9.5;trel;940.567782621848;472.308333333333;1;NA;NA;1;1;0;0;0;0;0;1
Quadricoccus_ellipticus;8;4;4;trel;318.900642456949;66.9866666666667;4;4;box;0;0;0;1;0;0;0;1
Quadrigula_cf._closterioides;21;2.5;2.5;trel;514.23805812637;68.6875;4;30;trel;0;0;0;1;0;0;0;1
Quadrigula_lacustris;20;3;3;trel;587.927432772664;94.2;4;30;trel;0;0;0;1;0;0;0;1
Quadrigula_quaternata;23.5;7.5;7.5;trel;1725.01872517238;691.78125;4;35;trel;0;0;0;1;0;0;0;1
Radiococcus_planktonicus;6;6;6;sphe;113.04;113.04;4;30;sphe;0;0;0;1;0;0;0;1
Radiocystis_aphaniticoïdea;2.5;2.5;2.5;ell;69.372421357192;8.17708333333333;20;30;ell;0;0;0;1;0;0;0;1
Radiocystis_geminata;4.5;2.5;2.5;ell;115.746687691344;14.71875;115;30;ell;0;0;0;1;0;0;0;1
Rayssiella_hemisphaerica;18;8;8;trel;1412.35622681157;602.88;8;8;box;0;0;0;1;0;0;0;1
Rhabdoderma_lineare;2.5;2.25;2.25;trel;62.4351792214728;6.6234375;1;NA;NA;0;0;0;1;0;0;0;1
Rhabdoderma_tenuissimum;3;1;1;tube;10.99;2.355;4;5;tube;0;0;0;1;0;0;0;1
Rhizosolenia_eriensis;75;12.5;3;box;4800;1406.25;1;NA;NA;0;0;0;1;0;0;1;0
Rhizosolenia_longiseta;120;7;7;tube;2714.53;4615.8;1;NA;NA;0;0;0;1;0;0;1;0
Rhodomonas_minuta;14;10;8;ell;1244.10980478669;586.133333333333;1;NA;NA;1;1;0;0;0;0;1;0
Rhodomonas_minuta_var._nannoplanctica;9;4.7;4;ell;389.456704472781;88.548;1;NA;NA;1;1;0;0;0;0;1;0
Rhoicosphenia_abbreviata;20;10;10;box;1666.66666666667;1200;1;NA;NA;1;0;1;0;0;0;1;0
Rhopalodia_gibba;102;15;7.5;box;6018.75;9180;1;NA;NA;1;0;1;0;0;0;1;0
Romeria_chlorina;2.5;1.5;1.5;tube;15.3075;4.415625;6;1.5;tube;0;0;0;1;1;0;0;1
Romeria_gracilis;5;1;1;tube;17.27;3.925;10;1;tube;0;0;0;1;1;0;0;1
Salpingoeca_bütschli;19;9;5;ell;1335.63385614133;447.45;1;NA;NA;1;1;0;0;0;1;0;0
Salpingoeca_frequentissima;9;5;5;ell;446.78391348898;117.75;1;NA;NA;1;1;0;0;0;1;0;0
Salpingoeca_globulosa;5;5;5;ell;255.147988149711;65.4166666666667;1;NA;NA;1;1;0;0;0;1;0;0
Salpingoeca_gracilis;30;10;10;ell;5864.85046349792;785;1;NA;NA;1;1;0;0;0;1;0;0
Salpingoeca_minor;10;10;10;ell;990.071350128261;523.333333333333;1;NA;NA;1;1;0;0;0;1;0;0
Salpingoeca_sp.;10;10;10;ell;990.071350128261;523.333333333333;1;NA;NA;1;1;0;0;0;1;0;0
Scenedesmus_aculeolatus;12;4;4;trel;473.390628437869;100.48;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_acuminatus;14;5;5;trel;688.623013240897;183.166666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_acunae;14;6;6;trel;826.347615889077;263.76;4;6;box;0;0;0;1;0;0;0;1
Scenedesmus_acutiformis;16;5;5;trel;785.629719355319;209.333333333333;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_acutus;13;4;4;trel;512.129930221524;108.853333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_acutus_single_cell;13;4;4;trel;512.129930221524;108.853333333333;1;4;box;0;0;0;1;0;0;0;1
Scenedesmus_acutus_var._acutus;13;4;4;trel;512.129930221524;108.853333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_acutus_var._alternans;18.5;5.5;5.5;trel;997.707135201949;292.870416666667;4;5.5;box;0;0;0;1;0;0;0;1
Scenedesmus_apiculatus;9;5;5;trel;446.78391348898;117.75;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_arcuatus;13;4;4;trel;512.129930221524;108.853333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_armatus;18.1;5.5;5.5;trel;976.337015558286;286.538083333333;4;5.5;box;0;0;0;1;0;0;0;1
Scenedesmus_bernardii;21.5;5;5;trel;1052.7786941996;281.291666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_bicaudatus;13;4;4;trel;512.129930221524;108.853333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_bicaudatus_var._brevicaudatus;10;4;4;trel;396.028540051304;83.7333333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_bicaudatus_var._fenestratus;8;5;5;trel;398.625803071186;104.666666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_denticulatus;10.5;7;5;trel;628.213106469241;192.325;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_denticulatus_var._fenestratus;9;5;5;trel;446.78391348898;117.75;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_dimorphus;21;5;5;trel;1028.47611625274;274.75;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_disciformis;11.5;5;5;trel;567.542404837316;150.458333333333;8;5;box;0;0;0;1;0;0;0;1
Scenedesmus_disciformis_f._disciformis;11.5;5;5;trel;567.542404837316;150.458333333333;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_dispar;11;3;3;trel;326.015380225679;51.81;4;3;box;0;0;0;1;0;0;0;1
Scenedesmus_ecornis;14;5;5;trel;688.623013240897;183.166666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_ecornis_single_cell;14;5;5;trel;688.623013240897;183.166666666667;1;NA;NA;0;0;0;1;0;0;0;1
Scenedesmus_ecornis_var._polymorphus;9;4.5;4.5;trel;402.105522140082;95.3775;4;4.5;box;0;0;0;1;0;0;0;1
Scenedesmus_fusiformis;7;8;4;trel;434.67340777455;117.226666666667;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_grahneisii;13;6;6;trel;768.194895332286;244.92;2;6;box;0;0;0;1;0;0;0;1
Scenedesmus_granulatus;13;4.5;4.5;trel;576.146171499215;137.7675;4;4.5;box;0;0;0;1;0;0;0;1
Scenedesmus_gutwinskii;12.5;5.5;5.5;trel;677.539856805756;197.885416666667;4;5.5;box;0;0;0;1;0;0;0;1
Scenedesmus_insignis;14;4.6;4.6;trel;633.533172181625;155.032266666667;4;4.6;box;0;0;0;1;0;0;0;1
Scenedesmus_intermedius_var._acaudatus;9;3;3;trel;268.070348093388;42.39;4;3;box;0;0;0;1;0;0;0;1
Scenedesmus_intermedius_var._bicaudatus;8;4;4;trel;318.900642456949;66.9866666666667;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_intermedius_var._intermedius_1;14;5;5;trel;688.623013240897;183.166666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_intermedius_var._intermedius_2;18;5.5;4;trel;844.851804449438;207.24;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_lefevrii;10;4;4;trel;396.028540051304;83.7333333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_lefevrii_var._manguinii;11.5;4.5;4.5;trel;510.788164353585;121.87125;4;4.5;box;0;0;0;1;0;0;0;1
Scenedesmus_linearis;12;5;5;trel;591.738285547336;157;8;5;box;0;0;0;1;0;0;0;1
Scenedesmus_lunatus;10.5;3;3;trel;311.513682365764;49.455;4;3;box;0;0;0;1;0;0;0;1
Scenedesmus_magnus;24;9;5;trel;1684.18328424468;565.2;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_oahuensis;11;4;4;trel;434.687173634238;92.1066666666667;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_obliquus;10;4.3;4.3;trel;425.730680555152;96.7643333333333;4;4.3;box;0;0;0;1;0;0;0;1
Scenedesmus_obtusus;11;6;6;trel;652.030760451358;207.24;8;6;box;0;0;0;1;0;0;0;1
Scenedesmus_obtusus_f._alternans;11;6;6;trel;652.030760451358;207.24;8;6;box;0;0;0;1;0;0;0;1
Scenedesmus_opoliensis_1;22;5;5;trel;1077.08375781619;287.833333333333;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_opoliensis_2;20;8;8;trel;1567.80648739377;669.866666666667;4;8;box;0;0;0;1;0;0;0;1
Scenedesmus_opoliensis_var._carinatus;14.5;5;5;trel;712.864950264294;189.708333333333;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_ovalternus;11;6.5;6.5;trel;706.366657155637;243.219166666667;4;6.5;box;0;0;0;1;0;0;0;1
Scenedesmus_pannonicus;16.5;9;4;trel;1099.31466614253;310.86;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_parisiensis;11;4.5;4.5;trel;489.023070338518;116.5725;4;4.5;box;0;0;0;1;0;0;0;1
Scenedesmus_pecsensis;6;3;3;trel;181.644019621907;28.26;4;3;box;0;0;0;1;0;0;0;1
Scenedesmus_praetervisus;13.9;5.25;5.25;trel;717.964280413309;200.4988125;4;5.25;box;0;0;0;1;0;0;0;1
Scenedesmus_protuberans;23;6;6;trel;1350.84093552388;433.32;4;6;box;0;0;0;1;0;0;0;1
Scenedesmus_pulloideus;12;2.5;2.5;trel;295.869142773668;39.25;4;2.5;box;0;0;0;1;0;0;0;1
Scenedesmus_quadricauda;17;6;6;trel;1001.0004567866;320.28;4;6;box;0;0;0;1;0;0;0;1
Scenedesmus_semipulcher;14;4.5;4.5;trel;619.760711916808;148.365;4;4.5;box;0;0;0;1;0;0;0;1
Scenedesmus_serratus;14;5;4;trel;622.054902393345;146.533333333333;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_smithii;11;8;5;trel;717.626533765457;230.266666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_sp.;11;3;3;trel;326.015380225679;51.81;4;3;box;0;0;0;1;0;0;0;1
Scenedesmus_spinosus;14;5;5;trel;688.623013240897;183.166666666667;4;5;box;0;0;0;1;0;0;0;1
Scenedesmus_tibiscensis;17;8.5;4;trel;1083.03810152075;302.486666666667;4;4;box;0;0;0;1;0;0;0;1
Scenedesmus_verrucosus;9.5;4.5;4;trel;400.680150120101;89.49;4;4;box;0;0;0;1;0;0;0;1
Schroederia_antillarum;9;2;2;doco;178.713565395592;9.42;1;NA;NA;0;0;0;0;0;0;0;1
Schroederia_indica;20;8;5;doco;1294.14853187052;209.333333333333;1;NA;NA;0;0;0;0;0;0;0;1
Schroederia_setigera;40;5;5;doco;1953.00576484537;261.666666666667;1;NA;NA;0;0;0;0;0;0;0;1
Selenastrum_capricornutum;5.85;1.9;1.9;ell;112.321087656909;11.052015;1;NA;NA;0;0;0;1;0;0;0;1
Selenochloris_quadriloba;14;4;2.2;ell;486.338354219705;58.0272;1;NA;NA;1;1;0;0;0;0;0;1
Sellaphora_bacillum;60;15;2.5;box;2416.66666666667;2025;1;NA;NA;1;0;1;0;0;0;1;0
Sellaphora_pupula;50;12.5;2;box;1666.66666666667;1125;1;NA;NA;1;0;1;0;0;0;1;0
Sellaphora_rostrata;50;12.5;2;box;1666.66666666667;1125;1;NA;NA;1;0;1;0;0;0;1;0
Siderocelis_minor;5;5;5;ell;255.147988149711;65.4166666666667;1;NA;NA;0;0;0;1;0;0;0;1
Siderocelis_oblonga;5;3;3;ell;153.088792889827;23.55;1;NA;NA;0;0;0;1;0;0;0;1
Siderocelis_ornata;10;6;6;ell;594.042810076957;188.4;1;NA;NA;0;0;0;1;0;0;0;1
Siderocelis_sp.;6;4;4;ell;242.192026162542;50.24;1;NA;NA;0;0;0;1;0;0;0;1
Skeletonema_cf_subsalsum;12;3;3;tube;127.17;84.78;2;NA;NA;0;0;0;1;1;0;1;0
Snowella_arachnoidea;1.8;1.8;1.8;sphe;10.1736;3.05208;4;8;sphe;0;0;0;1;0;0;0;1
Snowella_lacustris;3.5;3;3;trel;110.772441352066;16.485;50;40;ell;0;0;0;1;0;0;0;1
Snowella_rosea;3.5;3;3;trel;110.772441352066;16.485;20;40;sphe;0;0;0;1;0;0;0;1
Snowella_septentrionalis;2;2;2;sphe;12.56;4.18666666666667;4;10;sphe;0;0;0;1;0;0;0;1
Snowella_sp.;2;2;2;trel;46.598803022074;4.18666666666667;100;12;ell;0;0;0;1;0;0;0;1
Sphaerellopsis_aulata;21;9;9;ell;1851.25700925493;890.19;1;NA;NA;1;1;0;0;0;0;0;1
Sphaerocystis_planctonica;5;5;5;ell;255.147988149711;65.4166666666667;4;25;sphe;0;0;0;1;0;0;0;1
Sphaerocystis_schroeteri;5;5;5;ell;255.147988149711;65.4166666666667;16;60;sphe;0;0;0;1;0;0;0;1
Sphaerocystis_schroeteri_single_cell;8;8;8;ell;637.801284913898;267.946666666667;1;NA;NA;0;0;0;1;0;0;0;1
Sphaeroeca_volvox;10;10;10;ell;990.071350128261;523.333333333333;300;100;sphe;1;1;0;0;0;0;1;0
Spirogyra_sp.;60;30;30;tube;7065;42390;1;NA;NA;0;0;0;1;1;0;0;1
Spirogyra_sp1;200;15;15;tube;9773.25;35325;13;15;tube;0;0;0;1;1;0;0;1
Spirogyra_sp2;52;13;13;tube;2387.97;6898.58;1;NA;NA;0;0;0;1;1;0;0;1
Spondylosium_clepsydra;9;8;5;box;418.666666666667;270;1;NA;NA;0;0;0;1;1;0;0;1
Spondylosium_pygmaeum;2.5;5.5;6;box;137.222222222222;74.25;1;NA;NA;0;0;0;1;1;0;0;1
Spondylosium_sp.;9;8;4;box;373.333333333333;216;1;NA;NA;0;0;0;1;1;0;0;1
Spondylosium_tetragonum;14;6.5;3;box;338.888888888889;245.7;1;NA;NA;0;0;0;1;1;0;0;1
Staurastrum_avicula;23;23;23;ell;5178.22358617489;6367.39666666667;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_cingulum;24;24;24;ell;2818.38278940929;14469.12;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_dejectum;30;27;27;box;9396;10935;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_furcatum;23;16;16;ell;3001.86874560863;3697.664;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_furcigerum;25;25;25;ell;3057.39758381306;16354.1666666667;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_hexacerum;19;22;22;ell;2731.79572103945;7218.86;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_johnsoni_var._triradiatum;20;20;20;ell;1959.75810924221;8373.33333333333;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_messikomerii_f._planctonicum;20;20;20;ell;1959.75810924221;8373.33333333333;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_paradoxum;12.5;16;5;ell;932.590198291944;785;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_pingue;65;65;65;ell;412192.70063035;14372.0416666667;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_planctonicum_var._bulbosum;45;45;25;ell;10500.4591791899;39740.625;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_proboscideum;40.5;37;15;ell;7220.3425849001;17644.8375;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_pseudotetracerum;20;20;10;ell;2024.78831960074;3140;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_punctulatum;33;12;12;ell;3869.32551279108;2486.88;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_sebaldii;75;82.5;35;ell;225371.442450948;22666.875;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_sebaldii_var._ornatum;24;24;24;ell;2818.38278940929;14469.12;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_sebaldii_var._ornatum_f_quadriradiata;24;24;24;ell;2818.38278940929;14469.12;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_sp._(petit);16;16;16;ell;1257.00755096851;4287.14666666667;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_sp._Annecy_2004;25;15;13;ell;3429.52539137821;2551.25;1;NA;NA;0;0;0;0;0;0;0;1
Staurastrum_teliferum;34;32;32;ell;8858.10497326903;21864.448;1;NA;NA;0;0;0;0;0;0;0;1
Staurodesmus_cuspidatus;25;18.5;5;ell;2103.45191412591;1815.3125;1;NA;NA;0;0;0;0;0;0;0;1
Staurodesmus_dejectus;20;20;5;ell;2710.98170361437;1046.66666666667;1;NA;NA;0;0;0;0;0;0;0;1
Staurodesmus_incus_f._minor;12;10;3;box;531.428571428571;252;1;NA;NA;0;0;0;0;0;0;0;1
Staurodesmus_patens;23;18;18;ell;2026.26140328582;7799.76;1;NA;NA;0;0;0;0;0;0;0;1
Staurodesmus_sp.;30;25;10;ell;3608.32945446806;5887.5;1;NA;NA;0;0;0;0;0;0;0;1
Staurodesmus_spencerianus;18;19;5;ell;1554.81822424175;1342.35;1;NA;NA;0;0;0;0;0;0;0;1
Stauroneis_anceps;43;13;5;box;1864.44444444444;2515.5;1;NA;NA;1;0;1;0;0;0;1;0
Staurosira_brevistriata;17.5;7.5;5;box;640.625;525;1;NA;NA;0;0;0;1;0;0;1;0
Staurosira_construens;19.5;7;3.23076923076923;box;634.615384615385;308.7;1;NA;NA;0;0;0;1;1;0;1;0
Staurosira_leptostauron;15;12.5;5;box;1083.33333333333;562.5;1;NA;NA;0;0;0;1;1;0;1;0
Staurosira_mutabilis;10;4;2.5;box;187.5;80;1;NA;NA;0;0;0;1;1;0;1;0
Staurosira_pinnata;10;4;2.5;box;187.5;80;1;NA;NA;0;0;0;1;1;0;1;0
Staurosirella_pinnata;10;4;2.5;box;187.5;80;1;NA;NA;0;0;0;1;1;0;1;0
Stelexomonas_dichotomus;20;3;3;ell;587.927432772664;94.2;1;NA;NA;1;1;0;0;0;1;0;0
Stephanodiscus_alpinus;15;15;5;box;750;1125;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_binderanus;8.7;8.6;8.6;box;447.2;643.452;1;NA;NA;0;0;0;1;1;0;1;0
Stephanodiscus_hantzschii;17.5;17.5;2.5;tube;971.4375;4207.109375;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_hantzschii_f._tenuis;17.5;17.5;2.5;tube;971.4375;4207.109375;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_irregulare;15;15;5;box;750;1125;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_minutulus;5;5;2.5;box;100;62.5;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_neoastraea;28;28;11;box;2800;8624;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_parvus;5;5;2.5;box;100;62.5;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_sp.;25;25;10;box;2250;6250;1;NA;NA;0;0;0;0;0;0;1;0
Stephanodiscus_tenuis;12;12;4;box;480;576;1;NA;NA;0;0;0;0;0;0;1;0
Stichococcus_bacillaris;12;2.5;2.5;tube;104.0125;58.875;1;NA;NA;0;0;0;0;0;0;0;1
Stichococcus_mirabilis;25;2;2;tube;163.28;78.5;1;NA;NA;0;0;0;1;0;0;0;1
Stichogloea_olivacea_var._sphaerica;6;6;6;ell;363.288039243813;113.04;12;6;trel;0;0;0;1;0;0;1;0
Stichogloea_olivacea_var._sphaerica_single_cell;6;6;6;ell;363.288039243813;113.04;1;NA;NA;0;0;0;1;0;0;1;0
Stokesiella_epipyxis;16;6.8;6.8;trel;1187.17379813693;348.46464;1;NA;NA;1;1;0;0;0;0;1;0
Stomatocyst_114;5.7;5.7;5.7;ell;328.809909259746;96.91767;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_130;5;5;5;ell;255.147988149711;64.7625;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_153;12.5;12.5;12.5;ell;1539.86331092217;1022.13541666667;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_2_spines;13.43;13.4;13.4;ell;1771.47037771556;1262.01351866667;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_219;14;14;14;ell;1928.14443707451;1436.02666666667;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_3_spines;14.7;14.7;14.7;ell;2124.33722152666;1662.38037;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_4_spines;15.7;15.7;15.7;ell;2421.16773538815;2025.24400333333;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_5_spines_1;14.29;14.29;14.29;ell;2008.26648522093;1527.12674824333;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_5_spines_2;16.13;16.13;16.13;ell;2554.79339695749;2196.24861109667;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_6_spines;17.75;17.75;17.8;ell;3094.9214736857;2934.91220833333;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_62;14.72;14.72;14.72;ell;2130.0829558712;1669.17483178667;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_FR1;8;6;5.5;trel;458.679625608213;138.16;1;NA;NA;0;0;0;0;0;0;1;0
Stomatocyst_sp.;7;7;7;ell;490.831814580554;179.503333333333;1;NA;NA;0;0;0;0;0;0;1;0
Strombomonas_sp.;40;30;20;ell;9882.0105760324;12560;1;NA;NA;1;1;0;0;0;0;1;0
Surirella_amphioxys;67.5;16;5;box;3743.75;4320;1;NA;NA;1;0;1;0;0;0;1;0
Surirella_cf_brebissonii;24;10;5;box;1171.42857142857;840;1;NA;NA;1;0;1;0;0;0;1;0
Surirella_elegans;174;64;50;box;76786.6666666667;334080;1;NA;NA;1;0;1;0;0;0;1;0
Surirella_linearis;40;8;4;box;1280;1024;1;NA;NA;1;0;1;0;0;0;1;0
Surirella_minuta;29;10;5;box;1212.5;1160;1;NA;NA;1;0;1;0;0;0;1;0
Surirella_ovata;30;14;4;box;1986.66666666667;1008;1;NA;NA;1;0;1;0;0;0;1;0
Surirella_sp.;85;24;10;box;8942.85714285714;14280;1;NA;NA;1;0;1;0;0;0;1;0
Synechococcus_ambiguus;6;3;3;trel;181.644019621907;28.26;1;NA;NA;0;0;0;0;0;0;0;1
Synechococcus_elongatus;10;3;3;tube;108.33;70.65;1;NA;NA;0;0;0;0;0;0;0;1
Synechococcus_nidulans;3;1.5;1.5;trel;48.4533506229627;3.5325;1;NA;NA;0;0;0;0;0;0;0;1
Synechococcus_sp.;2;1;1;trel;23.299401511037;1.04666666666667;1;NA;NA;0;0;0;0;0;0;0;1
Synechocystis_aquatilis;5.7;5.7;5.7;sphe;102.0186;96.91767;1;NA;NA;0;0;0;0;0;0;0;1
Synechocystis_parvula;0.8;0.8;0.8;ell;10.8645944929407;0.267946666666667;1;NA;NA;0;0;0;0;0;0;0;1
Synechocystis_septentrionalis;13;13;5;sphe;530.66;442.216666666667;1;NA;NA;0;0;0;0;0;0;0;1
Synechocystis_sp._2_um;2;2;2;sphe;12.56;4.18666666666667;1;NA;NA;0;0;0;0;0;0;0;1
Synechocystis_sp._4_um;4;4;4;sphe;50.24;33.4933333333333;1;NA;NA;0;0;0;0;0;0;0;1
Synedra_sp.;15;4;2;box;261.333333333333;90;1;NA;NA;0;0;0;1;0;0;1;0
Synura_sp.;9;9;9;sphe;254.34;381.51;12;35;trel;1;1;0;1;0;0;1;0
Tabellaria_fenestrata;90;7;3.5;box;2423.75;1764;1;NA;NA;0;0;0;1;0;0;1;0
Tabellaria_flocculosa;30;10;4;box;920;1200;1;NA;NA;0;0;0;1;0;0;1;0
Teilingia_excavata;12;9;9;tube;520.791428571429;534.114;1;NA;NA;0;0;0;1;1;0;0;1
Tetrachlorella_alternans;12;6;6;ell;710.085942656803;226.08;4;6;sphe;0;0;0;1;0;0;0;1
Tetrachlorella_incerta;6;3;3;trel;181.644019621907;28.26;4;3;sphe;0;0;0;1;0;0;0;1
Tetrachlorella_ornata;11;6;6;ell;652.030760451358;207.24;4;6;sphe;0;0;0;1;0;0;0;1
Tetraedron_caudatum;15;15;7.5;ell;3427.07953862384;441.5625;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_incus;18.5;18.5;9;ell;4305.22610674242;967.1985;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_minimum;20;20;10;ell;5061.97079900185;1256;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_minimum_f._tetralobulatum;10;10;2;box;560;100;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_minimum_var._scrobiculatum;20;20;10;ell;5061.97079900185;1256;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_regulare;8.5;8.5;8.5;ell;1197.62568177288;192.83525;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_sp._;18;18;9;ell;4924.87466930733;763.02;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_triangulare;9;9;9;ell;804.211044280165;381.51;1;NA;NA;0;0;0;0;0;0;0;1
Tetraedron_trigonum;18;18;9;ell;4104.06222442278;915.624;1;NA;NA;0;0;0;0;0;0;0;1
Tetraselmis_arnoldii;13.5;11;11;ell;1461.65489538723;854.865;1;NA;NA;0;0;0;0;0;0;0;1
Tetraselmis_cordiformis;18;15;8;ell;2086.46479316662;1130.4;1;NA;NA;1;1;0;0;0;0;0;1
Tetrastrum_elegans;5.5;5.5;4;sphe;94.985;63.3233333333333;4;4;box;0;0;0;1;0;0;0;1
Tetrastrum_heteracanthum;7;7;4;sphe;153.86;102.573333333333;4;4;box;0;0;0;1;0;0;0;1
Tetrastrum_komarekii;8;5;3.4;ell;338.484639014894;71.1733333333333;4;3.4;box;0;0;0;1;0;0;0;1
Tetrastrum_punctatum;5;5;5;ell;255.147988149711;65.4166666666667;4;5;box;0;0;0;1;0;0;0;1
Tetrastrum_staurogeniaeforme;5;5;5;ell;255.147988149711;65.4166666666667;4;5;box;0;0;0;1;0;0;0;1
Tetrastrum_triacanthum;11.5;11.5;4;sphe;415.265;276.843333333333;4;4;box;0;0;0;1;0;0;0;1
Tetrastrum_triangulare;5;5;4;sphe;78.5;52.3333333333333;4;4;box;0;0;0;1;0;0;0;1
Thalassiosira_pseudonana;6;6;1.5;tube;116.5725;169.56;1;NA;NA;0;0;0;0;0;0;1;0
Thorakochloris_nygaardii;5.5;5.5;5;sphe;94.985;79.1541666666667;4;15;sphe;0;0;0;1;0;0;0;1
Thorakochloris_tetras;13.5;13.5;13.5;ell;1793.84918979342;1287.59625;4;15;sphe;0;0;0;1;0;0;0;1
