genus.species;Loo;K;Winfinity;tmax;tm;Lm;Temperature;length_at_mat;age_at_mat;BodyshapeI;BodyshapeII;Age_max;therm_pref;hermaphr;fecondation;movement;form;TL.1;SL;FL;HL;PAL;PDL;PPL;PPEL;ED;POL;BD;CH;CA;SnoutTipX;SnoutTipY;CaudalOriginX;CaudalOriginY;DorsalOriginX;DorsalOriginY;AnalOriginX;AnalOriginY;EyeFrontX;EyeFrontY;EyeEndX;EyeEndY;OpercleEndX;OpercleEndY;MaxDepthDorsalX;MaxDepthDorsalY;MaxDepthVentralX;MaxDepthVentralY;PectoralOriginX;PectoralOriginY;PelvicOriginX;PelvicOriginY;FLEndX;FLEndY;CaudalUpperX;CaudalUpperY;CaudalLowerX;CaudalLowerY;AspectRatio;habitat;feeding.mode;tl;fin.shape;AR;offspring.size;spawning.type
Mustelus_manazo;122.3199638;0.15960656;8007.516756;13.19165944;5.521963232;70.24876135;18.09699352;60;1.6;NA;NA;10;18.6666666666667;dioecism;internal (oviduct);NA;NA;550;456;479;111;362;149;238;109;18;45;54;55;3498;46;239;502;239;196;239;409;239;90;232;108;232;157;239;213;210;213;264;155;239;284;239;526;239;594;208;594;263;0.86478;NA;NA;NA;NA;NA;NA;NA
Mustelus_mangalorensis;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mustelus_mento;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;553;542;NA;NA;345;162;246;117;17;39;62;50;3983;43;245;484;228;205;204;388;249;82;240;99;241;NA;NA;207;203;207;265;160;263;289;255;NA;NA;569;217;512;267;0.627668;NA;NA;NA;NA;NA;NA;NA
Mustelus_minicanis;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mustelus_mosis;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;599;509;536;137;406;172;280;125;14;38;66;92;3844;21;151;510;140;193;112;427;164;59;146;73;146;158;154;194;113;194;179;146;168;301;174;557;156;617;78;550;170;2.20187;NA;NA;NA;NA;NA;NA;NA
Mustelus_mustelus;171.9090968;0.124157647;24387.44086;20.34142654;8.097515385;99.86534614;19.2868613;NA;13.5;elongated;NA;24;22;dioecism;internal (oviduct);NA;NA;597;519;NA;102;405;170;275;113;10;29;69;65;3321;23;121;517;119;193;87;428;135;52;120;62;120;125;141;193;86;193;155;136;145;298;137;NA;NA;614;96;545;161;1.27221;demersal;generalist;3.75;heterocercal;1.27;390;bearer
Mustelus_norrisi;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;558;538;NA;NA;378;150;238;97;15;34;56;51;2893;39;247;495;219;189;201;417;247;73;236;88;234;NA;NA;192;201;192;257;136;248;277;254;NA;NA;583;200;529;251;0.899067;demersal;generalist;3.87;heterocercal;0.9;280;bearer
Mustelus_palumbes;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;554;540;NA;NA;375;157;274;101;18;27;68;49;2816;42;228;495;218;199;189;417;236;69;224;87;221;NA;NA;198;190;198;258;143;249;316;248;NA;NA;586;205;531;254;0.852628;NA;NA;NA;NA;NA;NA;NA
Mustelus_punctulatus;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;90;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;557;530;NA;101;345;138;226;100;16;38;48;46;3181;43;214;485;202;181;185;388;224;81;209;97;209;144;219;178;186;178;234;143;230;269;231;NA;NA;588;191;514;237;0.6652;NA;NA;NA;NA;NA;NA;NA
Mustelus_ravidus;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mustelus_schmitti;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;582;500;NA;110;398;161;274;111;10;29;74;62;3477;32;170;509;169;193;153;430;193;61;174;71;174;142;197;195;156;195;230;143;211;306;203;NA;NA;605;141;528;203;1.10555;NA;NA;NA;NA;NA;NA;NA
Mustelus_sinusmexicanus;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pelagic;generalist;3.68;heterocercal;1.11;280;bearer
Mustelus_stevensi;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mustelus_walkeri;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mustelus_whitneyi;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;553;526;NA;NA;368;161;266;122;14;40;67;60;2933;44;237;492;229;205;199;412;249;84;233;98;233;NA;NA;233;200;233;267;166;257;310;256;NA;NA;591;200;528;260;1.22741;NA;NA;NA;NA;NA;NA;NA
Mustelus_widodoi;126.2480424;0.162451419;8644.408252;15.35690065;6.02579585;78.90352518;14.990163;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Myliobatis_aquila;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;645;645;645;80;NA;0;NA;NA;13;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;benthopelagic;generalist;3.61;pointed;NA;275;bearer
Myliobatis_australis;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Myliobatis_californicus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Myliobatis_freminvillei;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;benthopelagic;benthivorous;3.41;pointed;NA;250;bearer
Myliobatis_goodei;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;benthopelagic;benthivorous;3.27;pointed;NA;275;bearer
Myliobatis_hamlyni;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Myliobatis_longirostris;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Myliobatis_peruvianus;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Myliobatis_rhombus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Myliobatis_tenuicaudatus;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Myliobatis_tobijei;107.199907;0.147021947;5643.349194;15.14492078;5.72623818;58.01931753;18.03011566;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_atzi;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_bancroftii;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_bicolor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_brevilabiata;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_brunnea;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;574;484;574;NA;NA;335;271;NA;14;84;NA;NA;NA;40;184;517;158;375;184;0;0;124;215;138;215;0;0;NA;NA;NA;NA;NA;NA;311;184;597;117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_entemedor;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_firma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_lasti;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_leoparda;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_lingula;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;587;495;587;NA;NA;343;279;NA;11;84;NA;NA;NA;22;219;517;219;365;219;0;0;107;252;118;252;0;0;NA;NA;NA;NA;NA;NA;301;219;609;219;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_maculata;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;586;550;586;NA;NA;340;249;NA;17;75;NA;NA;NA;36;191;586;191;376;191;0;0;112;222;129;222;0;0;NA;NA;NA;NA;NA;NA;285;191;622;191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_nelsoni;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_nigra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_ornata;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_prodorsalis;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;596;506;588;NA;NA;361;291;NA;21;76;NA;NA;NA;22;209;528;209;383;209;0;0;98;238;119;238;0;0;NA;NA;NA;NA;NA;NA;313;209;610;209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_rierai;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_tasmaniensis;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_timlei;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;555;505;NA;NA;NA;339;NA;NA;10;76.3333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narcine_vermiculatus;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narcine_westraliensis;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;576;478;576;146;358;365;0;153;28;25;174;109;7295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.62865;NA;NA;NA;NA;NA;NA;NA
Narke_capensis;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narke_dipterygia;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Narke_japonica;127.5857071;0.124769071;10625.57123;21.07422258;8.463657849;77.28622686;15.79123667;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;598;527;598;NA;NA;415;288;NA;7;56;NA;NA;NA;26;185;553;185;441;185;0;0;82;212;89;212;0;0;NA;NA;NA;NA;NA;NA;314;185;624;185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Nasolamia_velox;163.5402512;0.225312956;24947.84538;12.80263341;5.316964379;107.3422786;21.63195117;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;555;435;451;144;351;186;274;141;9;54;63;84;4887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.44383;NA;NA;NA;NA;NA;NA;NA
Nebrius_ferrugineus;328.9321683;0.094591934;201542.93;30.84116338;12.22955087;191.568209;18.27069096;NA;NA;elongated;angular;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Negaprion_acutidens;149.9878589;0.259540814;19502.28445;10.3045116;4.431281975;95.99968316;23.59213213;NA;NA;fusiform / normal;NA;NA;NA;dioecism;internal (oviduct);NA;NA;622;518;547;150;427;239;340;148;9;35;94;117;4898;17;130;519;115;256;100;444;153;52;124;61;124;167;140;232;102;232;196;165;163;357;161;564;135;636;45;576;162;2.79481;NA;NA;NA;NA;NA;NA;NA
Negaprion_brevirostris;140.9135679;0.287419265;16327.87654;8.810819554;3.885429531;88.56853127;25.0062765;NA;12.35;fusiform / normal;NA;NA;26;dioecism;internal (oviduct);movements of body and/or caudal fin;carangiform;608;482;514;133;382;214;312;129;12;34;84;79;5814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.07344;reef-associated;piscivorous;4.27;heterocercal;1.07;595;bearer
Neoharriotta_carri;96.39969503;0.161174921;6557.550396;17.14389528;5.793733312;56.84275799;14.00876616;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Neoharriotta_pinnata;96.39969503;0.161174921;6557.550396;17.14389528;5.793733312;56.84275799;14.00876616;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Neoharriotta_pumila;96.39969503;0.161174921;6557.550396;17.14389528;5.793733312;56.84275799;14.00876616;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Neoraja_africana;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Neoraja_caerulea;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bathydemersal;benthivorous;3.5;pointed;NA;150;non-guarder
Neoraja_carolinensis;103.5431965;0.140511446;5023.295493;16.53429249;8.135706159;66.85285846;14.01643591;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
