genus.species;Loo;K;Winfinity;tmax;tm;Lm;Temperature;length_at_mat;age_at_mat;BodyshapeI;BodyshapeII;Age_max;therm_pref;hermaphr;fecondation;movement;form;TL.1;SL;FL;HL;PAL;PDL;PPL;PPEL;ED;POL;BD;CH;CA;SnoutTipX;SnoutTipY;CaudalOriginX;CaudalOriginY;DorsalOriginX;DorsalOriginY;AnalOriginX;AnalOriginY;EyeFrontX;EyeFrontY;EyeEndX;EyeEndY;OpercleEndX;OpercleEndY;MaxDepthDorsalX;MaxDepthDorsalY;MaxDepthVentralX;MaxDepthVentralY;PectoralOriginX;PectoralOriginY;PelvicOriginX;PelvicOriginY;FLEndX;FLEndY;CaudalUpperX;CaudalUpperY;CaudalLowerX;CaudalLowerY;AspectRatio;habitat;feeding.mode;tl;fin.shape;AR;offspring.size;spawning.type
Apristurus_kampae;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bathydemersal;generalist;3.89;heterocercal;0.56;60;non-guarder
Apristurus_laurussonii;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;613;483;NA;110;348;292;272;111;10;37;87;65;5177;10;43;488;36;302;29;358;73;47;39;57;39;120;67;195;28;195;115;121;78;282;87;NA;NA;615;15;503;80;0.81611;bathydemersal;generalist;3.89;heterocercal;0.82;60;non-guarder
Apristurus_longicephalus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;50;NA;elongated;NA;NA;NA;true hermaphroditism;internal (oviduct);NA;NA;554;424;519;138;271;254;214;139;22;67;47;54;6350;46;184;470;184;300;184;317;184;113;174;135;174;184;184;251;150;251;197;185;184;260;184;565;184;593;157;593;211;0.459213;NA;NA;NA;NA;NA;NA;NA
Apristurus_macrorhynchus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;558;420;459;120;285;263;210;117;18;53;56;54;5248;47;169;467;169;310;169;332;169;100;161;118;161;167;169;237;141;237;197;164;169;257;169;506;169;596;148;596;202;0.55564;NA;NA;NA;NA;NA;NA;NA
Apristurus_macrostomus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_manis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bathydemersal;generalist;3.89;heterocercal;0.56;52.5;non-guarder
Apristurus_melanoasper;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_microps;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_micropterygeus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_nasutus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_parvipinnis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;602;NA;NA;134;332;304;255;143;17;65;72;46;5474;18;86;469;71;322;67;350;116;83;83;100;83;152;91;204;56;204;128;161;104;273;115;NA;NA;599;76;482;122;0.386555;NA;NA;NA;NA;NA;NA;NA
Apristurus_pinguis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_platyrhynchus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_profundorum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;600;468;NA;134;352;311;278;129;10;59;82;62;4588;20;88;491;80;331;57;372;115;79;87;89;87;154;100;229;51;229;133;149;114;298;118;NA;NA;612;67;507;129;0.837838;bathydemersal;generalist;3.89;heterocercal;0.84;60;non-guarder
Apristurus_riveri;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_saldanha;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_sibogae;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_sinensis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;558;404;461;122;310;290;246;119;19;61;53;43;5169;38;150;442;150;328;150;348;150;100;146;119;146;160;150;266;121;266;174;157;150;284;150;499;150;563;137;563;180;0.357709;NA;NA;NA;NA;NA;NA;NA
Apristurus_spongiceps;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Apristurus_stenseni;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aptychotrema_timorensis;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aptychotrema_vincentiana;130.0117092;0.151706609;10520.40302;15.64943927;6.922688107;76.62332452;17.82447261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Arhynchobatis_asperrimus;106.1787241;0.107508349;5960.867988;20.85908705;10.13552314;63.45144419;15.16058376;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_analis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_funebris;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_galacticus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_occiduus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_pallidus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_parvus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_rubiginosus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_submaculatus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Asymbolus_vincenti;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Atelomycterus_baliensis;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Atelomycterus_fasciatus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Atelomycterus_macleayi;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;549;545;NA;NA;333;247;214;91;17;26;41;52;3086;46;154;498;140;293;135;379;168;72;149;89;148;NA;NA;195;135;195;176;137;170;260;173;NA;NA;593;118;520;170;0.876215;NA;NA;NA;NA;NA;NA;NA
Atelomycterus_marmoratus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;dioecism;internal (oviduct);NA;NA;585.5;498;NA;104;375.5;256.5;234.5;100.5;14;26;53;58.5;3727;22.5;124.5;512.5;116;279;117;398.5;136;48;118.5;62;118.5;126.5;129.5;202;101.5;202;154.5;123;136.5;257;141.5;NA;NA;596.5;83.5;559.5;142;0.9925295;NA;NA;NA;NA;NA;NA;NA
Atelomycterus_marnkalha;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Atlantoraja_castelnaui;106.1787241;0.107508349;5960.867988;20.85908705;10.13552314;63.45144419;15.16058376;105;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Atlantoraja_cyclophora;106.1787241;0.107508349;5960.867988;20.85908705;10.13552314;63.45144419;15.16058376;51.9;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Atlantoraja_platana;106.1787241;0.107508349;5960.867988;20.85908705;10.13552314;63.45144419;15.16058376;68.525;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;574;574;574;NA;NA;453;259;NA;23;72;NA;NA;NA;11;317;372;507;425;409;0;0;82;348;105;348;0;0;NA;NA;NA;NA;NA;NA;271;317;372;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aulohalaelurus_kanakorum;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;elongated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aulohalaelurus_labiosus;107.2646219;0.183307778;4886.588726;14.8122889;5.748418779;69.24459704;15.27799382;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_abyssicola;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bathydemersal;generalist;4.3;pointed;NA;105.8;non-guarder
Bathyraja_aguja;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_aleutica;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;other;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bathydemersal;generalist;4.14;pointed;NA;124;non-guarder
Bathyraja_andriashevi;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_bergi;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_brachyurops;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;562;562;562;NA;NA;512;285;NA;19;70;NA;NA;NA;60;239;569;358;539;318;0;0;130;265;149;265;0;0;NA;NA;NA;NA;NA;NA;345;239;569;358;NA;NA;NA;NA;NA;bathydemersal;generalist;4.07;pointed;NA;97.75;non-guarder
Bathyraja_cousseauae;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;other;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_diplotaenia;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_eatonii;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_fedorovi;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_griseocauda;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_hesperafricana;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_irrasa;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);undulation of median or pectoral fins;rajiform;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_ishiharai;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bathyraja_isotrachys;95.28075986;0.09507675;4374.549176;22.37897737;11.49054982;56.33436643;14.65207355;NA;NA;NA;NA;NA;NA;dioecism;internal (oviduct);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
