Genus_Species;Genus;Species;comname;sciname;Anaerobic;Browsable;Calcerous;Coarse_Soil;Cold_Strat_Reqd;Fine_Soil;Fire_Tolerance;FrostFree_Days;Grazable;Height20yrs;HeightMax;max_pH;max_Precip;MediumSoil;min_pH;min_Precip;min_Temp;NitrFix;growthHabit;
Populus_fremontii;Populus;fremontii;Fremont cottonwood;Populus fremontii S. Wats.;2;1;2;1;0;1;2;165;1;15.2401853206535;27.4323335771763;8;66.04;1;6;50.8;-25;0;Tree;
Populus_grandidentata;Populus;grandidentata;bigtooth aspen;Populus grandidentata Michx.;1;2;2;1;0;0;3;90;1;12.1921482565228;19.8122409168495;7.2;279.4;1;4.8;50.8;-41.6666666666667;0;Tree;
Populus_heterophylla;Populus;heterophylla;swamp cottonwood;Populus heterophylla L.;3;NA;1;0;0;1;2;180;NA;15.2401853206535;30.480370641307;5.9;152.4;1;4.6;88.9;-30.5555555555556;0;Tree;
Populus_nigra;Populus;nigra;Lombardy poplar;Populus nigra L.;1;2;2;1;0;1;3;90;1;27.4323335771763;30.480370641307;7;139.7;1;5.1;50.8;-41.6666666666667;0;Tree;
Populus_tremuloides;Populus;tremuloides;quaking aspen;Populus tremuloides Michx.;1;3;3;1;0;1;3;140;2;12.1921482565228;19.8122409168495;9;101.6;1;6;50.8;-38.8888888888889;0;Tree;
Potamogeton_amplifolius;Potamogeton;amplifolius;largeleaf pondweed;Potamogeton amplifolius Tuckerman;3;NA;1;0;0;0;NA;120;NA;NA;0;7;139.7;0;5.5;30.48;-36.1111111111111;0;Forb/herb;
Potamogeton_crispus;Potamogeton;crispus;curly pondweed;Potamogeton crispus L.;3;NA;1;0;0;0;NA;100;NA;NA;0;8.5;139.7;0;6.4;30.48;-36.1111111111111;0;Forb/herb;
Potamogeton_diversifolius;Potamogeton;diversifolius;waterthread pondweed;Potamogeton diversifolius Raf.;3;NA;2;1;0;1;NA;120;NA;NA;0.975371860521824;7.2;152.4;1;5;30.48;-38.8888888888889;0;Forb/herb;
Potamogeton_epihydrus;Potamogeton;epihydrus;ribbonleaf pondweed;Potamogeton epihydrus Raf.;3;NA;1;0;0;0;NA;100;NA;NA;0;7;139.7;0;5.4;35.56;-36.1111111111111;0;Forb/herb;
Potamogeton_gramineus;Potamogeton;gramineus;variableleaf pondweed;Potamogeton gramineus L.;3;NA;1;0;0;0;3;90;NA;NA;0;7;139.7;0;5.5;30.48;-38.8888888888889;0;Forb/herb;
Potamogeton_natans;Potamogeton;natans;floating pondweed;Potamogeton natans L.;3;NA;1;0;0;0;3;90;NA;NA;0;7;139.7;0;5.8;30.48;-38.8888888888889;0;Forb/herb;
Potamogeton_nodosus;Potamogeton;nodosus;longleaf pondweed;Potamogeton nodosus Poir.;3;NA;1;0;0;0;3;90;NA;NA;0;7;139.7;0;5.8;30.48;-38.8888888888889;0;Forb/herb;
Potamogeton_praelongus;Potamogeton;praelongus;whitestem pondweed;Potamogeton praelongus Wulfen;3;NA;1;0;0;0;3;90;NA;NA;0;7;139.7;0;5.8;30.48;-38.8888888888889;0;Forb/herb;
Potamogeton_robbinsii;Potamogeton;robbinsii;Robbins' pondweed;Potamogeton robbinsii Oakes;3;NA;1;0;0;0;3;90;NA;NA;0;7;139.7;0;5.8;40.64;-38.8888888888889;0;Forb/herb;
Potamogeton_zosteriformis;Potamogeton;zosteriformis;flatstem pondweed;Potamogeton zosteriformis Fern.;3;NA;1;0;0;0;3;90;NA;NA;0;7;139.7;0;5.8;30.48;-38.8888888888889;0;Forb/herb;
Potentilla_arguta;Potentilla;arguta;tall cinquefoil;Potentilla arguta Pursh;2;1;1;0;0;0;1;100;1;NA;0.91441111923921;8;127;1;6;25.4;-38.8888888888889;0;Subshrub;
Potentilla_diversifolia;Potentilla;diversifolia;varileaf cinquefoil;Potentilla diversifolia Lehm.;2;1;1;1;0;1;1;100;1;NA;0.91441111923921;8;88.9;1;7;20.32;-36.1111111111111;0;Forb/herb;
Potentilla_glandulosa;Potentilla;glandulosa;sticky cinquefoil;Potentilla glandulosa Lindl.;1;1;1;0;0;0;1;100;1;NA;0.457205559619605;8;88.9;1;7;20.32;-36.1111111111111;0;Subshrub;
Potentilla_gracilis;Potentilla;gracilis;slender cinquefoil;Potentilla gracilis Dougl. ex Hook.;0;2;2;1;0;0;0;100;2;NA;0.731528895391368;7.5;203.2;1;4;50.8;-41.6666666666667;0;Subshrub;
Potentilla_plattensis;Potentilla;plattensis;Platte River cinquefoil;Potentilla plattensis Nutt.;2;1;1;0;0;0;1;160;1;NA;0.152401853206535;8;50.8;1;7;35.56;-38.8888888888889;0;Forb/herb;
Primula_incana;Primula;incana;silvery primrose;Primula incana M.E. Jones;3;1;2;0;1;0;1;85;1;NA;0.365764447695684;7.5;101.6;1;5.5;35.56;-36.1111111111111;0;Forb/herb;
Prosopis_glandulosa;Prosopis;glandulosa;honey mesquite;Prosopis glandulosa Torr. var. glandulosa;1;2;3;1;0;1;3;250;3;6.0960741282614;15.2401853206535;8.5;30.48;1;7;12.7;-25;1;Tree;
Prosopis_pubescens;Prosopis;pubescens;screwbean mesquite;Prosopis pubescens Benth.;0;3;2;1;0;1;2;200;3;3.0480370641307;7.62009266032675;9;38.1;1;7.5;15.24;-19.4444444444444;0;Tree;
Prunella_vulgaris;Prunella;vulgaris;common selfheal;Prunella vulgaris L.;0;NA;2;1;0;1;2;115;NA;NA;0.457205559619605;8;139.7;1;5.4;40.64;-38.8888888888889;0;Forb/herb;
Prunus_americana;Prunus;americana;American plum;Prunus americana Marsh.;2;2;3;1;1;0;2;100;1;7.31528895391368;7.31528895391368;7;101.6;1;5;40.64;-38.8888888888889;0;Tree;
Prunus_angustifolia;Prunus;angustifolia;Chickasaw plum;Prunus angustifolia Marsh.;0;2;3;1;1;0;2;165;1;3.0480370641307;3.0480370641307;7.5;114.3;1;5;63.5;-27.7777777777778;0;Tree;
Prunus_emarginata;Prunus;emarginata;bitter cherry;Prunus emarginata (Dougl. ex Hook.) D. Dietr.;0;2;2;1;1;0;3;130;1;7.62009266032675;24.3842965130456;7.8;81.28;0;6.2;40.64;-30.5555555555556;0;Tree;
Prunus_fasciculata;Prunus;fasciculata;desert almond;Prunus fasciculata (Torr.) Gray;0;1;3;1;1;0;0;200;1;1.82882223847842;1.82882223847842;8.5;25.4;1;7;20.32;-11.1111111111111;0;Shrub;
Prunus_fruticosa;Prunus;fruticosa;European dwarf cherry;Prunus fruticosa Pallas;0;1;2;1;1;0;1;100;1;1.82882223847842;1.82882223847842;7.5;114.3;1;6;50.8;-38.8888888888889;0;Shrub;
Prunus_ilicifolia;Prunus;ilicifolia;hollyleaf cherry;Prunus ilicifolia (Nutt. ex Hook. & Arn.) D. Dietr. ssp. lyonii (Eastw.) Raven;1;1;2;1;0;1;1;365;1;9.1441111923921;12.1921482565228;8;101.6;1;7;38.1;0;0;Tree;
Prunus_maritima;Prunus;maritima;beach plum;Prunus maritima Marsh.;1;2;2;1;1;0;1;150;1;3.65764447695684;3.65764447695684;7.7;152.4;1;5.8;91.44;-22.2222222222222;0;Shrub;
Prunus_padus;Prunus;padus;European bird cherry;Prunus padus L.;0;2;3;1;1;0;1;110;1;6.0960741282614;9.1441111923921;7.5;114.3;1;5.5;60.96;-36.1111111111111;0;Tree;
Prunus_pensylvanica;Prunus;pensylvanica;pin cherry;Prunus pensylvanica L. f.;1;2;0;1;1;1;3;90;NA;7.62009266032675;9.1441111923921;6.6;203.2;1;4.3;40.64;-38.8888888888889;0;Tree;
Prunus_pumila;Prunus;pumila;sandcherry;Prunus pumila L.;0;1;3;1;1;0;1;125;1;1.82882223847842;1.82882223847842;7;127;1;5.9;38.1;-36.1111111111111;0;Shrub;
Prunus_pumila;Prunus;pumila;western sandcherry;Prunus pumila L. var. besseyi (Bailey) Gleason;0;2;3;1;1;0;2;100;1;0.91441111923921;0.91441111923921;7.5;60.96;1;5.3;30.48;-38.8888888888889;0;Shrub;
Prunus_serotina;Prunus;serotina;black cherry;Prunus serotina Ehrh.;0;1;3;1;1;0;1;100;1;12.1921482565228;24.3842965130456;7.5;127;1;5;53.34;-36.1111111111111;0;Tree;
Prunus_serotina;Prunus;serotina;black cherry;Prunus serotina Ehrh. var. rufula (Woot. & Standl.) McVaugh;1;1;3;1;1;1;3;160;1;3.0480370641307;12.1921482565228;8.5;88.9;1;7;22.86;-30.5555555555556;0;Tree;
Prunus_subcordata;Prunus;subcordata;Klamath plum;Prunus subcordata Benth.;0;2;2;1;1;0;3;250;2;6.0960741282614;7.62009266032675;7.5;254;1;6.5;43.18;-33.3333333333333;0;Tree;
Prunus_tenella;Prunus;tenella;dwarf Russian almond;Prunus tenella Batsch;0;NA;1;1;1;1;3;90;NA;1.52401853206535;1.52401853206535;7.5;127;1;5;38.1;-38.8888888888889;0;<undefined>;
Prunus_tomentosa;Prunus;tomentosa;Nanking cherry;Prunus tomentosa Thunb.;0;1;2;1;1;0;1;100;1;2.43842965130456;2.43842965130456;7.2;101.6;1;5.7;60.96;-38.8888888888889;0;Tree;
Prunus_virginiana;Prunus;virginiana;chokecherry;Prunus virginiana L.;2;3;3;1;1;1;3;120;1;4.57205559619605;7.62009266032675;8.4;165.1;1;5.2;33.02;-41.6666666666667;0;Tree;
Prunus_virginiana;Prunus;virginiana;western chokecherry;Prunus virginiana L. var. demissa (Nutt.) Torr.;1;2;2;1;1;1;3;90;1;6.0960741282614;6.0960741282614;8;76.2;1;5.5;40.64;-38.8888888888889;0;Tree;
Psathyrostachys_juncea;Psathyrostachys;juncea;Russian wildrye;Psathyrostachys juncea (Fisch.) Nevski;1;3;3;0;0;1;2;90;3;NA;0.91441111923921;9;114.3;1;6.4;25.4;-38.8888888888889;0;Graminoid;
Pseudoroegneria_spicata;Pseudoroegneria;spicata;beardless wheatgrass;Pseudoroegneria spicata (Pursh) A. Löve ssp. inermis (Scribn. & J.G. Sm.) A. Löve;1;2;3;1;0;1;1;90;3;NA;0.762009266032675;8.4;88.9;1;6.4;25.4;-37.7777777777778;0;Graminoid;
Pseudoroegneria_spicata;Pseudoroegneria;spicata;bluebunch wheatgrass;Pseudoroegneria spicata (Pursh) A. Löve ssp. spicata;0;2;3;1;0;1;1;90;3;NA;0.91441111923921;8.4;88.9;1;6.6;25.4;-38.8888888888889;0;Graminoid;
Pseudotsuga_macrocarpa;Pseudotsuga;macrocarpa;bigcone Douglas-fir;Pseudotsuga macrocarpa (Vasey) Mayr;0;NA;0;1;1;0;1;200;NA;7.31528895391368;22.8602779809802;7;101.6;1;5;30.48;-25;0;Tree;
Pseudotsuga_menziesii;Pseudotsuga;menziesii;Douglas-fir;Pseudotsuga menziesii (Mirbel) Franco;1;1;1;1;1;0;1;130;1;12.1921482565228;60.960741282614;7.5;254;1;5;45.72;-36.1111111111111;0;Tree;
Pseudotsuga_menziesii;Pseudotsuga;menziesii;Rocky Mountain Douglas-fir;Pseudotsuga menziesii (Mirbel) Franco var. glauca (Beissn.) Franco;1;1;2;1;1;0;0;65;1;7.62009266032675;33.5284077054377;7.2;114.3;1;5.9;55.88;-35.5555555555556;0;Tree;
Psidium_guajava;Psidium;guajava;guava;Psidium guajava L.;1;1;2;1;0;1;2;365;1;7.62009266032675;7.62009266032675;7;381;1;5.5;101.6;0.555555555555556;0;Tree;
Ptelea_trifoliata;Ptelea;trifoliata;common hoptree;Ptelea trifoliata L.;1;1;2;1;1;0;1;165;1;6.0960741282614;7.62009266032675;7;127;1;4.8;76.2;-36.1111111111111;0;Tree;
Pteridium_aquilinum;Pteridium;aquilinum;western brackenfern;Pteridium aquilinum (L.) Kuhn;0;1;2;1;0;0;3;90;1;NA;2.01170446232626;7;152.4;1;4.5;40.64;-41.6666666666667;0;Forb/herb;
Ptilagrostis_kingii;Ptilagrostis;kingii;Sierra false needlegrass;Ptilagrostis kingii (Boland.) Barkworth;2;1;1;0;0;1;2;100;1;NA;0.426725188978298;7.2;101.6;1;6.2;50.8;-30.5555555555556;0;Graminoid;
Puccinellia_nuttalliana;Puccinellia;nuttalliana;Nuttall's alkaligrass;Puccinellia nuttalliana (J.A. Schultes) A.S. Hitchc.;3;1;2;1;0;1;3;110;1;NA;0.243842965130456;8.5;114.3;1;6.5;60.96;-38.8888888888889;0;Graminoid;
Punica_granatum;Punica;granatum;pomegranate;Punica granatum L.;0;1;0;0;0;1;1;140;NA;6.0960741282614;6.0960741282614;6.9;152.4;1;6;76.2;-25;0;Tree;
Purshia_glandulosa;Purshia;glandulosa;desert bitterbrush;Purshia glandulosa Curran;0;3;3;1;1;0;0;200;3;0.91441111923921;1.52401853206535;8;38.1;1;7.5;12.7;-25;1;Shrub;
Purshia_stansburiana;Purshia;stansburiana;Stansbury cliffrose;Purshia stansburiana (Torr.) Henrickson;0;3;3;1;1;0;2;115;3;3.0480370641307;7.62009266032675;8.5;30.48;1;7;20.32;-30.5555555555556;1;Tree;
Purshia_tridentata;Purshia;tridentata;antelope bitterbrush;Purshia tridentata (Pursh) DC.;0;3;3;1;1;0;0;120;2;1.82882223847842;1.82882223847842;8.4;50.8;1;5.6;30.48;-36.1111111111111;1;Shrub;
Pyracantha_coccinea;Pyracantha;coccinea;scarlet firethorn;Pyracantha coccinea M. Roemer;0;1;1;0;1;1;0;155;1;2.74323335771763;2.74323335771763;8;152.4;1;5.8;88.9;-19.4444444444444;0;Shrub;
Pyrus_calleryana;Pyrus;calleryana;Callery pear;Pyrus calleryana Dcne.;0;1;1;1;1;1;1;110;1;9.1441111923921;15.2401853206535;7.5;139.7;1;5;88.9;-33.3333333333333;0;Tree;
Pyrus_communis;Pyrus;communis;common pear;Pyrus communis L.;0;3;1;0;1;1;1;175;1;12.1921482565228;15.2401853206535;6.7;139.7;1;5.2;88.9;-27.7777777777778;0;Tree;
Pyrus_ussuriensis;Pyrus;ussuriensis;Chinese pear;Pyrus ussuriensis Maxim.;0;1;1;0;1;0;NA;100;1;7.62009266032675;13.7161667885881;7.5;88.9;1;5.5;40.64;-36.1111111111111;0;<undefined>;
Quercus_acutissima;Quercus;acutissima;sawtooth oak;Quercus acutissima Carruthers;0;1;2;1;1;1;1;145;2;18.2882223847842;21.3362594489149;7;127;1;4.9;81.28;-25;0;Tree;
Quercus_agrifolia;Quercus;agrifolia;California live oak;Quercus agrifolia Née;0;2;1;1;0;0;NA;220;NA;7.62009266032675;21.3362594489149;7.5;152.4;1;5.5;50.8;-13.8888888888889;0;Tree;
Quercus_alba;Quercus;alba;white oak;Quercus alba L.;0;2;2;1;0;0;2;90;NA;7.62009266032675;30.480370641307;6.8;127;1;4.5;91.44;-41.6666666666667;0;Tree;
Quercus_bicolor;Quercus;bicolor;swamp white oak;Quercus bicolor Willd.;2;2;1;1;0;1;2;120;NA;9.1441111923921;30.480370641307;6.5;121.92;1;4.3;91.44;-33.3333333333333;0;Tree;
Quercus_chrysolepis;Quercus;chrysolepis;canyon live oak;Quercus chrysolepis Liebm.;0;2;0;1;1;1;2;160;NA;9.1441111923921;27.4323335771763;7.5;254;1;4.5;30.48;-23.8888888888889;0;Tree;
Quercus_coccinea;Quercus;coccinea;scarlet oak;Quercus coccinea Muenchh.;0;2;1;1;1;0;3;160;NA;9.1441111923921;27.4323335771763;6.9;139.7;1;4.5;76.2;-33.3333333333333;0;Tree;
Quercus_douglasii;Quercus;douglasii;blue oak;Quercus douglasii Hook. & Arn.;0;1;0;1;0;1;1;150;NA;4.87685930260912;18.2882223847842;7.5;101.6;1;4.5;50.8;-16.6666666666667;0;Tree;
Quercus_dumosa;Quercus;dumosa;coastal sage scrub oak;Quercus dumosa Nutt.;0;NA;2;1;1;0;2;165;NA;2.74323335771763;2.74323335771763;8.5;60.96;1;6;30.48;-5.55555555555556;0;Tree;
Quercus_falcata;Quercus;falcata;southern red oak;Quercus falcata Michx.;0;1;2;1;1;1;1;175;1;10.6681297244574;30.480370641307;7;127;1;4.8;88.9;-25;0;Tree;
Quercus_gambelii;Quercus;gambelii;Gambel oak;Quercus gambelii Nutt.;0;2;3;1;0;0;3;120;3;4.57205559619605;12.1921482565228;8;60.96;1;6.5;25.4;-41.6666666666667;0;Tree;
Quercus_garryana;Quercus;garryana;Oregon white oak;Quercus garryana Dougl. ex Hook.;1;2;0;1;0;1;1;75;1;7.62009266032675;24.3842965130456;7.5;254;1;5;25.4;-36.1111111111111;0;Tree;
Quercus_imbricaria;Quercus;imbricaria;shingle oak;Quercus imbricaria Michx.;1;3;2;1;1;0;1;160;1;9.1441111923921;13.7161667885881;6;121.92;1;4.5;60.96;-27.7777777777778;0;Tree;
Quercus_kelloggii;Quercus;kelloggii;California black oak;Quercus kelloggii Newberry;0;2;1;1;1;0;1;90;2;6.0960741282614;25.9083150451109;7.5;254;1;5.5;30.48;-19.4444444444444;0;Tree;
Quercus_laevis;Quercus;laevis;turkey oak;Quercus laevis Walt.;0;3;0;1;1;0;2;270;NA;9.1441111923921;12.1921482565228;5.8;152.4;1;4;101.6;-19.4444444444444;0;Tree;
Quercus_laurifolia;Quercus;laurifolia;laurel oak;Quercus laurifolia Michx.;2;3;0;1;0;0;2;220;NA;8.53450377956596;21.3362594489149;6;152.4;1;4.2;101.6;-19.4444444444444;0;Tree;
Quercus_lobata;Quercus;lobata;valley oak;Quercus lobata Née;0;1;0;1;0;0;1;200;NA;10.6681297244574;30.480370641307;7.5;101.6;1;4.5;40.64;-13.8888888888889;0;Tree;
Quercus_lyrata;Quercus;lyrata;overcup oak;Quercus lyrata Walt.;3;2;1;0;1;1;1;180;NA;9.1441111923921;24.3842965130456;6;152.4;1;4.5;91.44;-30.5555555555556;0;Tree;
Quercus_macrocarpa;Quercus;macrocarpa;bur oak;Quercus macrocarpa Michx.;0;2;2;1;1;1;3;110;NA;7.62009266032675;30.480370641307;7.5;127;1;4.5;38.1;-38.8888888888889;0;Tree;
Quercus_marilandica;Quercus;marilandica;blackjack oak;Quercus marilandica (L.) Muenchh.;0;2;1;1;1;0;1;185;1;6.0960741282614;7.62009266032675;5.6;121.92;1;4.6;43.18;-25;0;Tree;
Quercus_michauxii;Quercus;michauxii;swamp chestnut oak;Quercus michauxii Nutt.;0;2;0;0;0;0;1;180;NA;10.6681297244574;30.480370641307;6.5;152.4;1;4.5;91.44;-30.5555555555556;0;Tree;
Quercus_muehlenbergii;Quercus;muehlenbergii;chinkapin oak;Quercus muehlenbergii Engelm.;0;2;3;0;0;0;1;120;NA;9.1441111923921;24.3842965130456;8;203.2;1;6.5;25.4;-36.1111111111111;0;Tree;
Quercus_nigra;Quercus;nigra;water oak;Quercus nigra L.;2;1;0;0;1;1;3;190;NA;9.1441111923921;27.4323335771763;5.8;165.1;1;4.8;101.6;-30.5555555555556;0;Tree;
Quercus_pagoda;Quercus;pagoda;cherrybark oak;Quercus pagoda Raf.;0;2;0;0;1;0;1;210;NA;18.2882223847842;33.5284077054377;6;152.4;1;4.5;101.6;-19.4444444444444;0;Tree;
Quercus_palustris;Quercus;palustris;pin oak;Quercus palustris Muenchh.;2;1;1;0;1;1;2;120;NA;12.1921482565228;30.480370641307;6.5;127;1;4.5;81.28;-36.1111111111111;0;Tree;
Quercus_phellos;Quercus;phellos;willow oak;Quercus phellos L.;2;3;0;0;1;1;2;190;NA;18.2882223847842;30.480370641307;5.5;152.4;1;4.5;101.6;-30.5555555555556;0;Tree;
Quercus_prinus;Quercus;prinus;chestnut oak;Quercus prinus L.;0;1;2;1;0;0;2;140;NA;7.62009266032675;24.3842965130456;7;165.1;1;4.5;88.9;-27.7777777777778;0;Tree;
Quercus_pumila;Quercus;pumila;running oak;Quercus pumila Walt.;1;3;1;1;1;0;1;220;1;0.30480370641307;0.91441111923921;6;142.24;1;4.6;91.44;-11.1111111111111;0;Shrub;
Quercus_rubra;Quercus;rubra;northern red oak;Quercus rubra L.;0;2;1;0;1;1;3;100;NA;10.9729334308705;30.480370641307;6.5;203.2;1;4.3;81.28;-33.3333333333333;0;Tree;
Quercus_shumardii;Quercus;shumardii;Shumard's oak;Quercus shumardii Buckl.;0;1;1;1;1;0;1;120;1;10.6681297244574;33.5284077054377;7.6;152.4;1;5.8;63.5;-25;0;Tree;
Quercus_stellata;Quercus;stellata;post oak;Quercus stellata Wangenh.;1;1;2;1;0;1;2;165;1;7.62009266032675;24.3842965130456;7;152.4;1;4.8;88.9;-36.1111111111111;0;Tree;
Quercus_texana;Quercus;texana;Texas red oak;Quercus texana Buckl.;1;2;0;0;1;1;0;110;NA;12.1921482565228;30.480370641307;5.5;165.1;0;4.5;101.6;-27.7777777777778;0;Tree;
Quercus_vacciniifolia;Quercus;vacciniifolia;huckleberry oak;Quercus vacciniifolia Kellogg;0;2;0;1;0;0;3;140;1;0.30480370641307;0.396244818336991;7;152.4;1;5;50.8;-33.3333333333333;0;Shrub;
Quercus_velutina;Quercus;velutina;black oak;Quercus velutina Lam.;1;2;1;1;1;1;2;140;NA;7.62009266032675;27.4323335771763;6;165.1;1;4.5;76.2;-33.3333333333333;0;Tree;
Quercus_virginiana;Quercus;virginiana;live oak;Quercus virginiana P. Mill.;2;1;0;1;0;0;1;240;NA;7.62009266032675;15.2401853206535;6.5;165.1;1;4.5;81.28;-13.8888888888889;0;Tree;
Ranunculus_abortivus;Ranunculus;abortivus;littleleaf buttercup;Ranunculus abortivus L.;0;1;2;0;0;1;0;110;1;NA;0.853450377956596;7.5;147.32;1;5;40.64;-41.6666666666667;0;Forb/herb;
Ranunculus_alismifolius;Ranunculus;alismifolius;plantainleaf buttercup;Ranunculus alismifolius Geyer ex Benth.;2;1;2;1;0;0;2;85;1;NA;0.60960741282614;7.5;76.2;1;6;25.4;-36.1111111111111;0;Forb/herb;
Ranunculus_cymbalaria;Ranunculus;cymbalaria;alkali buttercup;Ranunculus cymbalaria Pursh;2;1;2;0;0;1;2;90;1;NA;0.30480370641307;8;121.92;1;6.5;30.48;-38.8888888888889;0;Forb/herb;
Ranunculus_eschscholtzii;Ranunculus;eschscholtzii;Eschscholtz's buttercup;Ranunculus eschscholtzii Schlecht.;1;1;2;1;0;0;2;90;1;NA;0.30480370641307;8;50.8;1;6.2;30.48;-36.1111111111111;0;Forb/herb;
Ranunculus_flammula;Ranunculus;flammula;greater creeping spearwort;Ranunculus flammula L.;2;NA;1;0;0;1;1;100;NA;NA;0.457205559619605;7.5;60.96;1;6;30.48;-36.1111111111111;0;Forb/herb;
Ranunculus_glaberrimus;Ranunculus;glaberrimus;sagebrush buttercup;Ranunculus glaberrimus Hook.;2;1;2;0;0;0;2;180;1;NA;0.152401853206535;7.5;139.7;1;6;88.9;-41.6666666666667;0;Forb/herb;
Ranunculus_hispidus;Ranunculus;hispidus;bristly buttercup;Ranunculus hispidus Michx.;0;2;2;0;0;1;2;130;2;NA;0.762009266032675;8;172.72;1;4.5;86.36;-36.1111111111111;0;Forb/herb;
Ranunculus_laxicaulis;Ranunculus;laxicaulis;Mississippi buttercup;Ranunculus laxicaulis (Torr. & Gray) Darby;2;1;2;0;0;0;2;180;1;NA;0.365764447695684;7.5;139.7;1;6;88.9;-22.2222222222222;0;Forb/herb;
Ranunculus_longirostris;Ranunculus;longirostris;longbeak buttercup;Ranunculus longirostris Godr.;2;NA;3;0;0;1;1;110;NA;NA;0.30480370641307;8;139.7;1;5;30.48;-33.3333333333333;0;Forb/herb;
Ranunculus_pensylvanicus;Ranunculus;pensylvanicus;Pennsylvania buttercup;Ranunculus pensylvanicus L. f.;0;2;2;0;0;1;2;120;2;NA;1.18873445501097;7.5;127;1;5;25.4;-33.3333333333333;0;Forb/herb;
Ranunculus_repens;Ranunculus;repens;creeping buttercup;Ranunculus repens L.;1;2;1;0;0;1;NA;120;2;NA;0.60960741282614;7.2;175.26;1;5.6;48.26;-33.3333333333333;0;Forb/herb;
Ranunculus_sceleratus;Ranunculus;sceleratus;cursed buttercup;Ranunculus sceleratus L.;3;NA;2;1;0;1;1;90;NA;NA;0.60960741282614;8.4;139.7;1;4.8;20.32;11.1111111111111;0;Forb/herb;
Ratibida_columnifera;Ratibida;columnifera;upright prairie coneflower;Ratibida columnifera (Nutt.) Woot. & Standl.;0;2;1;1;0;1;3;90;2;NA;0.944891489880517;7;101.6;1;5.9;40.64;-41.6666666666667;0;Forb/herb;
Ratibida_pinnata;Ratibida;pinnata;pinnate prairie coneflower;Ratibida pinnata (Vent.) Barnh.;1;2;1;1;0;0;3;100;2;NA;1.21921482565228;6.8;96.52;1;5.6;45.72;-38.8888888888889;0;Forb/herb;
Ratibida_tagetes;Ratibida;tagetes;green prairie coneflower;Ratibida tagetes (James) Barnh.;0;1;3;1;0;0;0;160;1;0.30480370641307;0.30480370641307;8.5;88.9;1;7;22.86;-33.3333333333333;0;Forb/herb;
Rhamnus_alnifolia;Rhamnus;alnifolia;alderleaf buckthorn;Rhamnus alnifolia L'Hér.;3;3;3;0;0;1;1;100;2;0.60960741282614;0.91441111923921;8;127;1;4;25.4;-36.1111111111111;0;Shrub;
Rhamnus_crocea;Rhamnus;crocea;redberry buckthorn;Rhamnus crocea Nutt.;0;2;3;1;1;0;0;280;2;1.52401853206535;1.52401853206535;8.5;63.5;1;6.5;30.48;-5.55555555555556;0;Tree;
Rhododendron_albiflorum;Rhododendron;albiflorum;Cascade azalea;Rhododendron albiflorum Hook.;0;1;0;1;0;0;2;200;1;1.82882223847842;1.82882223847842;6.5;254;1;4.5;149.86;-13.8888888888889;0;Shrub;
Rhododendron_arborescens;Rhododendron;arborescens;smooth azalea;Rhododendron arborescens (Pursh) Torr.;2;2;0;1;1;0;2;185;NA;5.48646671543526;5.48646671543526;5.7;139.7;1;4.2;91.44;-25;0;Shrub;
Rhododendron_atlanticum;Rhododendron;atlanticum;dwarf azalea;Rhododendron atlanticum (Ashe) Rehd.;1;2;0;1;1;0;2;220;NA;0.60960741282614;0.701048524750061;5.7;139.7;0;4.2;91.44;-13.8888888888889;0;Shrub;
Rhododendron_canadense;Rhododendron;canadense;rhodora;Rhododendron canadense (L.) Torr.;0;1;0;1;1;0;2;120;1;3.65764447695684;5.48646671543526;5.3;127;1;4;88.9;-30.5555555555556;0;Shrub;
Rhododendron_canescens;Rhododendron;canescens;mountain azalea;Rhododendron canescens (Michx.) Sweet;2;1;0;0;1;1;1;200;1;3.96244818336991;4.26725188978298;5.8;127;1;4.3;81.28;-25;0;Shrub;
Rhododendron_macrophyllum;Rhododendron;macrophyllum;Pacific rhododendron;Rhododendron macrophyllum D. Don ex G. Don;0;1;0;0;0;1;2;270;1;3.0480370641307;4.57205559619605;7;317.5;1;5.5;139.7;-13.8888888888889;0;Tree;
Rhododendron_maximum;Rhododendron;maximum;great laurel;Rhododendron maximum L.;1;NA;0;1;0;0;2;150;NA;4.57205559619605;7.62009266032675;5.5;152.4;1;4;91.44;-25;0;Tree;
Rhododendron_occidentale;Rhododendron;occidentale;western azalea;Rhododendron occidentale (Torr. & Gray ex Torr.) Gray;0;1;0;1;0;0;2;270;1;0.60960741282614;3.0480370641307;6.5;317.5;1;4.5;139.7;-10.5555555555556;0;Shrub;
Rhododendron_periclymenoides;Rhododendron;periclymenoides;pink azalea;Rhododendron periclymenoides (Michx.) Shinners;2;1;0;1;1;0;3;190;1;1.21921482565228;3.0480370641307;5.5;127;1;4.3;91.44;-27.7777777777778;0;Shrub;
Rhododendron_viscosum;Rhododendron;viscosum;swamp azalea;Rhododendron viscosum (L.) Torr.;2;1;1;1;0;1;1;160;NA;3.96244818336991;4.99878078517435;7;139.7;1;4;88.9;-27.7777777777778;0;Shrub;
Rhus_aromatica;Rhus;aromatica;fragrant sumac;Rhus aromatica Ait. var. serotina (Greene) Rehd.;0;1;2;1;1;1;NA;170;1;1.52401853206535;1.52401853206535;8;139.7;1;5;40.64;-25;0;Shrub;
