SpecName;accGenus;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;Conspicuousness
Dypsis angusta;Dypsis;angusta;Areceae;Arecoideae;0;0;1;0;0;0;2;1;understorey;6;0.42;0.3;0.14;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis angustifolia;Dypsis;angustifolia;Areceae;Arecoideae;0;0;1;0;0;0;1;1;understorey;7;0.73;0.5;0.25;1.4;NA;NA;0.7;NA;NA;small;globose;NA
Dypsis anjae;Dypsis;anjae;Areceae;Arecoideae;0;0;1;0;0;0;3;1;understorey;15;0.27;NA;0.045;0.535;0.52;0.55;0.215;0.21;0.22;small;ellipsoid;conspicuous
Dypsis ankaizinensis;Dypsis;ankaizinensis;Areceae;Arecoideae;0;0;1;1;0;0;15;40;canopy;NA;NA;NA;NA;1.5;1.3;1.7;1.025;0.85;1.2;small;NA;NA
Dypsis ankirindro;Dypsis;ankirindro;Areceae;Arecoideae;0;0;1;0;0;0;5;3;understorey;7;NA;0.6;0.3;1;NA;NA;0.6;NA;NA;small;NA;NA
Dypsis antanambensis;Dypsis;antanambensis;Areceae;Arecoideae;0;0;1;0;0;0;4;12;understorey;12;3.16;2.5;0.71;2;1.5;2.5;2;1.2;1.8;small;ovoid;NA
Dypsis aquatilis;Dypsis;aquatilis;Areceae;Arecoideae;0;1;0;1;0;0;0;NA;understorey;11;0.485;0.24;0.28;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis arenarum;Dypsis;arenarum;Areceae;Arecoideae;0;0;1;0;0;0;6;6.5;canopy;10;2.42;1.7;0.77;1.1;1;1.2;1;0.8;1.2;small;NA;NA
Dypsis baronii;Dypsis;baronii;Areceae;Arecoideae;0;0;1;0;0;0;8;12;canopy;8;1.73;1.2;0.58;1.5;1;2;1.2;0.8;1.6;small;NA;conspicuous
Dypsis basilonga;Dypsis;basilonga;Areceae;Arecoideae;0;0;1;1;0;0;5;15;understorey;7;1.16;1;0.18;2;NA;NA;0.95;0.9;1;small;ovoid;NA
Dypsis beentjei;Dypsis;beentjei;Areceae;Arecoideae;0;1;0;0;0;0;0.04;1.4;understorey;9;1.15;0.6;0.6;1.8;1.7;1.9;1;NA;NA;small;ovoid;conspicuous
Dypsis bejofo;Dypsis;bejofo;Areceae;Arecoideae;0;0;1;1;0;0;25;40;canopy;10;6.34;6;0.39;2.5;2;3;2.15;1.8;2.5;small;globose;cryptic
Dypsis bernieriana;Dypsis;bernieriana;Areceae;Arecoideae;0;0;1;1;0;0;1;0.8;understorey;NA;0.26;0.08;0.2;0.95;0.6;1.3;0.45;0.4;0.5;small;ovoid;conspicuous
Dypsis betamponensis;Dypsis;betamponensis;Areceae;Arecoideae;0;0;1;0;0;0;4;NA;understorey;NA;0.67;0.21;0.51;1.5;NA;NA;NA;NA;NA;small;NA;NA
Dypsis betsimisarakae;Dypsis;betsimisarakae;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0.9;0.7;1.1;0.45;0.4;0.5;small;NA;conspicuous
Dypsis boiviniana;Dypsis;boiviniana;Areceae;Arecoideae;0;0;1;2;0;0;8;4.5;canopy;8;0.99;0.75;0.26;1;NA;NA;0.4;NA;NA;small;globose;NA
Dypsis bonsai;Dypsis;bonsai;Areceae;Arecoideae;0;0;1;1;0;0;2;0.8;understorey;4;0.34;0.23;0.13;0.85;NA;NA;0.4;NA;NA;small;globose;NA
Dypsis bosseri;Dypsis;bosseri;Areceae;Arecoideae;0;0;1;NA;0;0;2.5;NA;understorey;NA;0.4;0.4;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis brevicaulis;Dypsis;brevicaulis;Areceae;Arecoideae;0;1;0;1;0;0;0.15;2;understorey;8;1.78;1.5;0.31;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis brittiana;Dypsis;brittiana;Areceae;Arecoideae;0;0;1;NA;0;0;3;1.5;understorey;8;NA;0.14;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis cabadae;Dypsis;cabadae;Areceae;Arecoideae;0;0;1;0;0;0;10;9;canopy;10;2.03;1.7;0.38;1.05;0.9;1.2;0.5;0.4;0.6;small;globose;conspicuous
Dypsis canaliculata;Dypsis;canaliculata;Areceae;Arecoideae;0;0;1;1;0;0;15;40;canopy;NA;6;6;NA;2.75;2.5;3;1.9;1.7;2.1;small;elongate;NA
Dypsis canescens;Dypsis;canescens;Areceae;Arecoideae;0;0;1;NA;0;0;8;10;canopy;12;2;2;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis carlsmithii;Dypsis;carlsmithii;Areceae;Arecoideae;0;0;1;1;0;0;6;51;canopy;11;3.45;3;0.5;1.6;NA;NA;0.9;NA;NA;small;ovoid;cryptic
Dypsis catatiana;Dypsis;catatiana;Areceae;Arecoideae;0;0;1;2;0;0;1;0.9;understorey;10;0.32;0.22;0.12;1.25;1;1.5;0.725;0.5;0.95;small;ovoid;conspicuous
Dypsis caudata;Dypsis;caudata;Areceae;Arecoideae;0;0;1;0;0;0;3;1.5;understorey;11;0.66;0.46;0.22;0.95;0.8;1.1;0.425;0.35;0.5;small;NA;conspicuous
Dypsis ceracea;Dypsis;ceracea;Areceae;Arecoideae;0;0;1;1;0;0;15;15;canopy;NA;1.8;1.8;NA;1.8;1.6;2;1.05;0.85;1.25;small;globose;cryptic
Dypsis commersoniana;Dypsis;commersoniana;Areceae;Arecoideae;0;0;1;0;0;0;5;NA;understorey;NA;0.59;0.38;0.23;0.9;NA;NA;0.3;NA;NA;small;NA;NA
Dypsis concinna;Dypsis;concinna;Areceae;Arecoideae;0;0;1;2;0;0;2;0.8;understorey;12;0.38;0.29;0.11;1.1;0.6;1.6;0.525;0.35;0.7;small;ovoid;conspicuous
Dypsis confusa;Dypsis;confusa;Areceae;Arecoideae;0;0;1;2;0;0;7;4;canopy;8;1.18;0.86;0.35;0.8;0.6;1;0.4;0.3;0.5;small;globose;conspicuous
Dypsis cookei;Dypsis;cookei;Areceae;Arecoideae;0;0;1;0;0;0;2;0.6;understorey;7;0.35;0.33;0.04;NA;NA;NA;NA;NA;NA;NA;elongate;NA
Dypsis coriacea;Dypsis;coriacea;Areceae;Arecoideae;0;0;1;2;0;0;2;1;understorey;9;0.41;0.29;0.14;1.3;1.1;1.5;0.675;0.45;0.9;small;NA;conspicuous
Dypsis corniculata;Dypsis;corniculata;Areceae;Arecoideae;0;0;1;2;0;0;6;2;canopy;10;0.475;0.4;0.1;1.1;1;1.2;0.475;0.4;0.55;small;NA;conspicuous
Dypsis coursii;Dypsis;coursii;Areceae;Arecoideae;0;0;1;1;0;0;8;18;canopy;4;1.27;1;0.3;2.75;2;3.5;2;1.5;2.5;small;ovoid;cryptic
Dypsis crinita;Dypsis;crinita;Areceae;Arecoideae;0;0;1;0;0;0;15;20;canopy;15;4;3;NA;2.2;2;2.4;1.75;1.7;1.8;small;globose;cryptic
Dypsis culminis;Dypsis;culminis;Areceae;Arecoideae;0;0;1;0;0;0;3;2;understorey;12;NA;0.54;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis curtisii;Dypsis;curtisii;Areceae;Arecoideae;0;0;1;1;0;0;3.5;0.9;understorey;NA;0.79;0.39;0.45;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis decaryi;Dypsis;decaryi;Areceae;Arecoideae;0;0;1;1;0;0;7;40;canopy;24;3.5;3;0.55;1.85;1.5;2.2;1.6;1.2;2;small;globose;cryptic
Dypsis decipiens;Dypsis;decipiens;Areceae;Arecoideae;0;0;1;2;0;0;20;40;canopy;12;2.45;2.2;0.28;2.35;2.2;2.5;2.1;2;2.2;small;NA;NA
Dypsis delicatula;Dypsis;delicatula;Areceae;Arecoideae;0;0;1;0;0;0;1.1;1;understorey;19;0.166;0.14;0.05;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis digitata;Dypsis;digitata;Areceae;Arecoideae;0;0;1;2;0;0;0.4;1.5;understorey;13;0.41;0.11;0.33;1.2;1.1;1.3;0.65;0.5;0.8;small;NA;conspicuous
Dypsis dracaenoides;Dypsis;dracaenoides;Areceae;Arecoideae;0;0;1;0;0;0;4;1.5;understorey;12;1.04;0.38;0.04;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis dransfieldii;Dypsis;dransfieldii;Areceae;Arecoideae;0;0;1;0;0;0;8;8;canopy;12;2;1.7;0.33;1.75;1.5;2;1.3;1.2;1.4;small;globose;NA
Dypsis elegans;Dypsis;elegans;Areceae;Arecoideae;0;0;1;2;0;0;2;2;understorey;6;0.68;0.68;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis eriostachys;Dypsis;eriostachys;Areceae;Arecoideae;0;0;1;1;0;0;1.5;0.9;understorey;10;0.28;0.25;0.05;1.6;NA;NA;0.6;NA;NA;small;ovoid;conspicuous
Dypsis faneva;Dypsis;faneva;Areceae;Arecoideae;0;0;1;0;0;0;6;5;canopy;9;1.04;0.94;0.12;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis fanjana;Dypsis;fanjana;Areceae;Arecoideae;0;0;1;0;0;0;5;1.5;understorey;11;0.62;0.24;0.45;0.8;NA;NA;0.2;NA;NA;small;globose;NA
Dypsis fasciculata;Dypsis;fasciculata;Areceae;Arecoideae;0;0;1;2;0;0;6;4;canopy;8;1.25;0.9;0.4;1.4;NA;NA;0.75;NA;NA;small;ovoid;NA
Dypsis fibrosa;Dypsis;fibrosa;Areceae;Arecoideae;0;0;1;2;0;0;9;18;canopy;15;4;3;NA;2.5;2;3;2.15;1.8;2.5;small;globose;cryptic
Dypsis forficifolia;Dypsis;forficifolia;Areceae;Arecoideae;0;0;1;2;0;0;4;1;understorey;8;0.44;0.32;0.14;1.5;NA;NA;0.9;NA;NA;small;ovoid;conspicuous
Dypsis furcata;Dypsis;furcata;Areceae;Arecoideae;0;0;1;0;0;0;2;0.7;understorey;5;NA;NA;NA;1;NA;NA;0.4;NA;NA;small;elongate;NA
Dypsis gautieri;Dypsis;gautieri;Areceae;Arecoideae;0;0;1;1;0;0;5;3.5;understorey;9;NA;0.55;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis glabrescens;Dypsis;glabrescens;Areceae;Arecoideae;0;0;1;2;0;0;2;1;understorey;6;0.31;0.19;0.14;1.65;1.3;2;1.05;1;1.1;small;NA;conspicuous
Dypsis gronophyllum;Dypsis;gronophyllum;Areceae;Arecoideae;0;0;1;0;0;0;4;1.5;understorey;12;NA;0.37;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis henrici;Dypsis;henrici;Areceae;Arecoideae;0;0;1;NA;0;0;3;NA;understorey;NA;0.24;0.18;0.08;0.9;NA;NA;0.35;NA;NA;small;globose;conspicuous
Dypsis heteromorpha;Dypsis;heteromorpha;Areceae;Arecoideae;0;0;1;2;0;0;12;12;canopy;10;1.85;1.5;0.4;2;1.7;2.3;1.8;1.4;2.2;small;NA;NA
Dypsis heterophylla;Dypsis;heterophylla;Areceae;Arecoideae;0;0;1;0;0;0;2.5;0.8;understorey;9;0.4;0.28;0.14;0.565;0.5;0.63;0.45;0.4;0.5;small;ovoid;conspicuous
Dypsis hiarakae;Dypsis;hiarakae;Areceae;Arecoideae;0;0;1;1;0;0;6;2.5;canopy;9;0.84;0.67;0.19;0.95;0.9;1;0.475;0.45;0.5;small;globose;conspicuous
Dypsis hildebrandtii;Dypsis;hildebrandtii;Areceae;Arecoideae;0;0;1;2;0;0;2;1.3;understorey;10;0.35;0.3;0.07;1;NA;NA;0.55;NA;NA;small;NA;conspicuous
Dypsis hovomantsina;Dypsis;hovomantsina;Areceae;Arecoideae;0;0;1;1;0;0;15;30;canopy;7;4.06;3.5;0.61;1;NA;NA;0.5;NA;NA;small;ovoid;cryptic
Dypsis humbertii;Dypsis;humbertii;Areceae;Arecoideae;0;0;1;1;0;0;3;0.8;understorey;8;0.35;0.18;0.19;1.1;NA;NA;0.3;NA;NA;small;ovoid;conspicuous
Dypsis humblotiana;Dypsis;humblotiana;Areceae;Arecoideae;0;0;1;NA;0;0;15;15;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis humilis;Dypsis;humilis;Areceae;Arecoideae;0;1;0;0;0;0;0;NA;understorey;8;NA;0.4;0.4;1.8;NA;NA;0.3;NA;NA;small;NA;NA
Dypsis ifanadianae;Dypsis;ifanadianae;Areceae;Arecoideae;0;0;1;1;0;0;24;18;canopy;7;3.3;3;0.33;0.8;NA;NA;0.85;0.7;1;small;globose;NA
Dypsis integra;Dypsis;integra;Areceae;Arecoideae;0;0;1;0;0;0;2;0.9;understorey;10;0.33;0.31;0.04;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis intermedia;Dypsis;intermedia;Areceae;Arecoideae;0;0;1;0;0;0;10;3;canopy;8;0.37;0.37;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis interrupta;Dypsis;interrupta;Areceae;Arecoideae;0;0;1;1;0;0;3;1.2;understorey;7;0.82;0.7;0.14;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis jeremiei;Dypsis;jeremiei;Areceae;Arecoideae;0;0;1;0;0;0;2;2;understorey;10;NA;0.67;0.27;1.05;0.9;1.2;0.45;0.4;0.5;small;ellipsoid;conspicuous
Dypsis jumelleana;Dypsis;jumelleana;Areceae;Arecoideae;0;0;1;0;0;0;4;1.5;understorey;8;0.71;0.56;0.17;1.05;0.9;1.2;1.05;0.9;1.2;small;NA;conspicuous
Dypsis laevis;Dypsis;laevis;Areceae;Arecoideae;0;0;1;1;0;0;3;1.5;understorey;9;0.38;0.38;NA;0.6;NA;NA;0.3;NA;NA;small;elongate;NA
Dypsis lanceolata;Dypsis;lanceolata;Areceae;Arecoideae;0;0;1;0;0;0;6;NA;canopy;NA;1.91;1.9;NA;1.5;1.3;1.7;0.8;0.6;1;small;NA;NA
Dypsis lantzeana;Dypsis;lantzeana;Areceae;Arecoideae;0;0;1;2;0;0;4;2;understorey;15;0.57;0.47;0.12;1;NA;NA;0.7;NA;NA;small;globose;cryptic
Dypsis lanuginosa;Dypsis;lanuginosa;Areceae;Arecoideae;0;0;1;0;0;0;4;1.3;understorey;NA;0.44;0.44;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis lastelliana;Dypsis;lastelliana;Areceae;Arecoideae;0;0;1;1;0;0;15;25;canopy;15;3.9;3.8;0.12;2.1;1.8;2.4;1.5;1.2;1.7;small;NA;NA
Dypsis leptocheilos;Dypsis;leptocheilos;Areceae;Arecoideae;0;0;1;1;0;0;10;25;canopy;15;4.17;4;0.19;1.1;NA;NA;1.1;1;1.2;small;globose;cryptic
Dypsis ligulata;Dypsis;ligulata;Areceae;Arecoideae;0;0;1;1;0;0;6;20;canopy;NA;NA;NA;NA;1.4;1.2;1.6;0.775;0.7;0.85;small;globose;cryptic
Dypsis linearis;Dypsis;linearis;Areceae;Arecoideae;0;0;1;0;0;0;7;4;canopy;8;0.85;0.7;0.17;0.75;0.6;0.9;0.5;0.4;0.6;small;globose;conspicuous
Dypsis lokohoensis;Dypsis;lokohoensis;Areceae;Arecoideae;0;0;1;0;0;0;3;1.5;understorey;9;NA;0.33;0.09;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis louvelii;Dypsis;louvelii;Areceae;Arecoideae;0;0;1;1;0;0;1;1;understorey;10;0.5;0.48;NA;1.4;NA;NA;0.8;NA;NA;small;NA;conspicuous
Dypsis lucens;Dypsis;lucens;Areceae;Arecoideae;0;0;1;NA;0;0;0.6;1;understorey;10;0.3;0.19;0.13;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis lutea;Dypsis;lutea;Areceae;Arecoideae;0;0;1;2;0;0;3;0.8;understorey;9;0.55;0.43;0.14;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis lutescens;Dypsis;lutescens;Areceae;Arecoideae;0;0;1;0;0;0;7;12;canopy;11;2.27;1.9;0.42;1.5;1.2;1.8;0.85;0.7;1;small;globose;conspicuous
Dypsis madagascariensis;Dypsis;madagascariensis;Areceae;Arecoideae;0;0;1;2;0;0;18;20;canopy;12;3.1;3.1;NA;1.3;1;1.6;0.75;0.5;1;small;ellipsoid;cryptic
Dypsis mahia;Dypsis;mahia;Areceae;Arecoideae;0;0;1;2;0;0;0.6;0.6;understorey;10;0.38;NA;0.55;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis makirae;Dypsis;makirae;Areceae;Arecoideae;0;0;1;1;0;0;5;6;understorey;NA;NA;0.25;0.15;1.05;0.9;1.2;0.35;0.3;0.4;small;NA;cryptic
Dypsis malcomberi;Dypsis;malcomberi;Areceae;Arecoideae;0;0;1;1;0;0;25;35;canopy;8;4.5;4;0.55;0.9;0.8;1;0.55;0.4;0.7;small;globose;conspicuous
Dypsis mananjarensis;Dypsis;mananjarensis;Areceae;Arecoideae;0;0;1;1;0;0;25;29;canopy;10;3.62;3.5;0.14;0.5;0.4;0.6;0.5;0.4;0.6;small;ovoid;cryptic
Dypsis mangorensis;Dypsis;mangorensis;Areceae;Arecoideae;0;0;1;0;0;0;6;3;canopy;10;0.6;0.35;0.28;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis marojejyi;Dypsis;marojejyi;Areceae;Arecoideae;0;0;1;1;0;0;6;1;canopy;20;4.1;1.4;0.12;2.35;2.2;2.5;1.6;1.4;1.8;small;ovoid;cryptic
Dypsis mcdonaldiana;Dypsis;mcdonaldiana;Areceae;Arecoideae;0;0;1;0;0;0;5;3;understorey;10;1;0.9;0.12;0.75;0.6;0.9;0.35;0.3;0.4;small;ovoid;conspicuous
Dypsis metallica;Dypsis;metallica;Areceae;Arecoideae;0;0;1;0;0;0;5;2;understorey;10;NA;NA;0.11;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis minuta;Dypsis;minuta;Areceae;Arecoideae;0;0;1;1;0;0;0.5;0.5;understorey;8;0.33;0.06;0.3;1.45;1.4;1.5;0.4;0.3;0.5;small;globose;conspicuous
Dypsis mirabilis;Dypsis;mirabilis;Areceae;Arecoideae;0;0;1;1;0;0;2.5;1.5;understorey;7;0.96;0.85;0.13;0.95;1.2;0.7;0.7;NA;NA;small;NA;cryptic
Dypsis mocquerysiana;Dypsis;mocquerysiana;Areceae;Arecoideae;0;0;1;2;0;0;2;0.9;understorey;8;0.25;0.19;0.08;1.3;NA;NA;0.55;NA;NA;small;elongate;conspicuous
Dypsis monostachya;Dypsis;monostachya;Areceae;Arecoideae;0;0;1;0;0;0;1;0.7;understorey;5;0.28;0.28;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis montana;Dypsis;montana;Areceae;Arecoideae;0;0;1;0;0;0;1;0.4;understorey;5;0.32;0.27;0.07;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis moorei;Dypsis;moorei;Areceae;Arecoideae;0;0;1;1;0;0;1;NA;understorey;NA;1.4;1.4;NA;2.5;NA;NA;2.2;NA;NA;small;NA;NA
Dypsis nauseosa;Dypsis;nauseosa;Areceae;Arecoideae;0;0;1;1;0;0;15;25;canopy;13;3.9;3.9;NA;1.55;NA;NA;1.3;NA;NA;small;NA;NA
Dypsis nodifera;Dypsis;nodifera;Areceae;Arecoideae;0;0;1;2;0;0;10;6;canopy;12;1.03;0.75;0.31;0.9;0.8;1;0.65;0.5;0.8;small;ovoid;cryptic
Dypsis nossibensis;Dypsis;nossibensis;Areceae;Arecoideae;0;0;1;1;0;0;10;15;canopy;18;2.8;2.41;0.44;1.3;NA;NA;1.1;NA;NA;small;globose;NA
Dypsis occidentalis;Dypsis;occidentalis;Areceae;Arecoideae;0;0;1;0;0;0;2;0.8;understorey;8;0.4;0.4;NA;0.95;0.9;1;0.45;0.4;0.5;small;ovoid;conspicuous
Dypsis onilahensis;Dypsis;onilahensis;Areceae;Arecoideae;0;0;1;0;0;0;20;15;canopy;7;1.8;1.8;NA;1.4;1;1.8;1.1;0.7;1.5;small;ovoid;conspicuous
Dypsis oreophila;Dypsis;oreophila;Areceae;Arecoideae;0;0;1;0;0;0;8;4;canopy;8;1.5;1.5;NA;0.8;0.5;1.1;0.55;0.3;0.8;small;globose;conspicuous
Dypsis oropedionis;Dypsis;oropedionis;Areceae;Arecoideae;0;0;1;1;0;0;20;35;canopy;11;3.45;3.1;0.4;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis ovobontsira;Dypsis;ovobontsira;Areceae;Arecoideae;0;0;1;1;0;0;10;13;canopy;6;3.07;2.6;0.52;1.6;1.5;1.7;1.4;1.3;1.5;small;ovoid;cryptic
Dypsis pachyramea;Dypsis;pachyramea;Areceae;Arecoideae;0;0;1;0;0;0;0.5;0.8;understorey;8;0.43;0.23;0.22;1.7;NA;NA;0.7;NA;NA;small;ovoid;conspicuous
Dypsis paludosa;Dypsis;paludosa;Areceae;Arecoideae;0;0;1;0;0;0;6;5;canopy;12;1.215;1.14;0.1;1.8;NA;NA;0.9;NA;NA;small;ovoid;NA
Dypsis pembana;Dypsis;pembana;Areceae;Arecoideae;0;0;1;0;0;0;18;15;canopy;10;2.4;2.4;NA;1.35;1.2;1.5;0.6;0.5;0.7;small;globose;conspicuous
Dypsis perrieri;Dypsis;perrieri;Areceae;Arecoideae;0;0;1;1;0;0;15;30;canopy;20;6.5;5;1.55;1.7;1.5;1.9;1.4;1.2;1.6;small;globose;cryptic
Dypsis pervillei;Dypsis;pervillei;Areceae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;0.44;0.35;0.11;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis pilulifera;Dypsis;pilulifera;Areceae;Arecoideae;0;0;1;1;0;0;30;40;canopy;9;5.4;5;0.45;0.6;0.5;0.7;0.6;0.5;0.7;small;NA;NA
Dypsis pinnatifrons;Dypsis;pinnatifrons;Areceae;Arecoideae;0;0;1;1;0;0;12;15;canopy;16;3.5;2.2;1.35;1.4;NA;NA;0.65;NA;NA;small;elongate;cryptic
Dypsis plumosa;Dypsis;plumosa;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis plurisecta;Dypsis;plurisecta;Areceae;Arecoideae;0;0;1;NA;0;0;NA;0.7;NA;NA;0.24;0.24;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis poivreana;Dypsis;poivreana;Areceae;Arecoideae;0;0;1;1;0;0;0.8;0.8;understorey;8;0.42;0.1;0.35;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis prestoniana;Dypsis;prestoniana;Areceae;Arecoideae;0;0;1;1;0;0;12;40;canopy;10;4.57;4.4;0.19;1.35;1.2;1.5;0.7;0.6;0.8;small;globose;conspicuous
Dypsis procera;Dypsis;procera;Areceae;Arecoideae;0;0;1;0;0;0;6;2.5;canopy;8;0.85;0.6;0.28;NA;NA;NA;0.3;NA;NA;NA;ovoid;NA
Dypsis procumbens;Dypsis;procumbens;Areceae;Arecoideae;0;0;1;0;0;0;7;4;canopy;8;0.86;0.7;0.18;0.75;0.6;0.9;0.5;0.4;0.6;small;globose;conspicuous
Dypsis psammophila;Dypsis;psammophila;Areceae;Arecoideae;0;0;1;0;0;0;4;3;understorey;NA;2;0.76;1.39;0.95;0.9;1;0.55;0.5;0.6;small;NA;NA
Dypsis pulchella;Dypsis;pulchella;Areceae;Arecoideae;0;0;1;0;0;0;1;0.7;understorey;8;0.23;0.23;NA;0.65;0.6;0.7;0.25;0.2;0.3;small;NA;NA
Dypsis pumila;Dypsis;pumila;Areceae;Arecoideae;0;0;1;1;0;0;1;7;understorey;4;0.47;0.47;NA;2.15;1.7;2.6;1.6;1.2;2;small;ovoid;NA
Dypsis pusilla;Dypsis;pusilla;Areceae;Arecoideae;0;0;1;2;0;0;2;5;understorey;16;2;0.94;1.11;1.6;1.3;1.9;1.2;0.9;1.5;small;globose;cryptic
Dypsis rakotonasoloi;Dypsis;rakotonasoloi;Areceae;Arecoideae;0;0;1;NA;0;0;2;1;understorey;5;NA;0.34;0.11;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis ramentacea;Dypsis;ramentacea;Areceae;Arecoideae;0;0;1;1;0;0;0.7;0.5;understorey;10;0.95;0.31;0.69;1.3;NA;NA;0.8;NA;NA;small;ovoid;conspicuous
Dypsis reflexa;Dypsis;reflexa;Areceae;Arecoideae;0;0;1;0;0;0;3;1;understorey;8;NA;NA;0.09;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis remotiflora;Dypsis;remotiflora;Areceae;Arecoideae;0;0;1;NA;0;0;1;1;understorey;NA;0.4;0.39;0.01;0.95;NA;NA;0.4;NA;NA;small;globose;NA
Dypsis rivularis;Dypsis;rivularis;Areceae;Arecoideae;0;0;1;1;0;0;5.5;15;canopy;14;1.42;1.4;NA;1.3;1.2;1.4;0.6;0.5;0.7;small;ovoid;NA
Dypsis robusta;Dypsis;robusta;Areceae;Arecoideae;0;0;1;1;0;0;1.4;64;understorey;14;4.6;4.6;NA;1.4;NA;NA;1.2;NA;NA;small;NA;conspicuous
Dypsis sahanofensis;Dypsis;sahanofensis;Areceae;Arecoideae;0;0;1;0;0;0;6;3;canopy;NA;1.18;1;0.2;NA;NA;NA;NA;NA;NA;NA;globose;NA
Dypsis saintelucei;Dypsis;saintelucei;Areceae;Arecoideae;0;0;1;2;0;0;6;14;canopy;11;2.53;2.4;0.15;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Dypsis sancta;Dypsis;sancta;Areceae;Arecoideae;0;0;1;1;0;0;10;5;canopy;8;NA;0.9;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis sanctaemariae;Dypsis;sanctaemariae;Areceae;Arecoideae;0;0;1;0;0;0;2.5;2;understorey;8;1.2;0.88;0.35;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dypsis scandens;Dypsis;scandens;Areceae;Arecoideae;1;0;0;0;0;0;10;1.2;canopy;15;1.5;1.45;0.07;0.8;NA;NA;0.45;NA;NA;small;NA;NA
Dypsis schatzii;Dypsis;schatzii;Areceae;Arecoideae;0;0;1;2;0;0;3;1;understorey;13;0.32;0.22;0.12;1.35;1.3;1.4;0.5;0.4;0.6;small;NA;conspicuous
Dypsis scottiana;Dypsis;scottiana;Areceae;Arecoideae;0;0;1;0;0;0;4;2;understorey;7;0.96;0.66;0.33;0.85;0.6;1.1;0.5;0.35;0.65;small;NA;conspicuous
Dypsis serpentina;Dypsis;serpentina;Areceae;Arecoideae;0;0;1;2;0;0;6;4;canopy;6;1.95;1.2;0.8;1.3;1.2;1.4;0.95;0.9;1;small;globose;cryptic
Dypsis simianensis;Dypsis;simianensis;Areceae;Arecoideae;0;0;1;0;0;0;2;1;understorey;15;0.35;0.29;0.08;1.5;NA;NA;0.5;NA;NA;small;globose;conspicuous
Dypsis singularis;Dypsis;singularis;Areceae;Arecoideae;0;0;1;1;0;0;6;1;canopy;6;0.605;0.59;0.04;NA;NA;NA;NA;NA;NA;NA;globose;NA
